GID,GID_hr,HER_hr_montype,HR_type,HR_description,HR_age,HR_sex,HR_condition,HR_completeness,HR_posture,HR_orientation,HR_rite
74306,74075,,Cremation,"Grinsell's (1959, 121) Milborne barrow 16h/i: Urned cremation burial excavated in 1883/4. No further details.Human remains: no details given",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74307,74076,,Cremation,"Grinsell's (1959, 121) Milborne barrow 16h/i: Urned cremation burial excavated in 1883/4. No further details.Human remains: no details given",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74308,74077,,Cremation,"Grinsell's (1959, 121) Milborne barrow 16h/i: Urned cremation burial excavated in 1883/4. No further details.Human remains: no details given",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74309,74078,,Cremation,"Grinsell's (1959, 121) Milborne barrow 16h/i: Urned cremation burial excavated in 1883/4. No further details.Human remains: no details given",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74295,74079,,Cremation,"Grinsell's (1959, 103) Corfe Castle barrow 22, Burial 2: only slight traces of burnt bone (Warne 1866, 59)",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74295,74080,,Inhumation,"Grinsell's (1959, 103) Corfe Castle barrow 22, Burial 2: an apparently human shin bone placed over the urn (Warne 1866, 59)",Unknown,Unknown,Burial (Inhumation): Disarticulated,Fragment(s),Unknown,Unknown,Unknown
20545,74081,,Cremation,"Grinsell's (1959, 103) Corfe Castle barrow 22, Burial 1: No further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74296,74082,,Cremation,"Grinsell's (1959, 103) Corfe Castle barrow 22, Burial 3: 'a few bones' (Warne 1866, 59)",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
30043,74083,,Cremation,"Bowen and Gresham, 1967, 69, 'near Tywyn': Urned cremation burial. No further details.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
20108,74084,,Cremation,"Grinsell's (1959, 168) Iwerne Minster Disc Barrow 4a 'West Lodge, Iwerne Down':  An inverted urn beneath the mound was covered by an immense quantity of ashes. Based on Warne's (1866 cpf no.4, 6) account, this does represent a cremation burial (of a 'chieftain'). However no cremated remains are mentioned specifically (beyond the black ashes)",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74311,74085,,Cremation,"Grinsell's (1959) Tarrant Keynston barrow 1e (globular urn): an MNI of one cremation burial. Cremated remains are assumed, not specifically mentioned, based on association with a sepulchal group/urnfield/cinerary urn",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
20549,74087,,Cremation,<Warne (1866) barrow 13 (also probably one of Warne's barrows 51-3); Grinsell's East Lulworth barrow 5a>: burnt bones,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74314,74088,,Cremation,<Warne (1866) barrow 51; Grinsell's East Lulworth barrow 5b>: loose human bones mingled with a very small portion of ashes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74316,74089,,Cremation,<Warne (1866) barrow 53; Grinsell's East Lulworth barrow 5d>: No further details.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74315,74090,,Cremation,<Warne (1866) barrow 52; Grinsell's East Lulworth barrow 5c>: No further details.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74317,74091,,Cremation,"<Grinsell's (1959, 107) East Lulworth barrow 5e>: urned cremation burial. No further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74318,74092,,Cremation,"<Grinsell's (1959, 107) East Lulworth barrow 5f>: urned cremation burial. No further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74319,74093,,Cremation,"<Grinsell's (1959, 107) East Lulworth barrow 5g>: urned cremation burial. No further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74320,74094,,Cremation,"<Grinsell's (1959, 107) East Lulworth barrow 5h>: urned cremation burial. No further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74321,74095,,Inhumation,"<Grinsell's (1959, 107) East Lulworth barrow 5j, burial 1>: inhumation burial. No further detail",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74322,74096,,Inhumation,"<Grinsell's (1959, 107) East Lulworth barrow 5j, burial 2>: inhumation burial. No further detail",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74323,74097,,Inhumation,"<Grinsell's (1959, 107) East Lulworth barrow 5j, burial 3>: inhumation burial. No further detail",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74324,74098,,Inhumation,"<Grinsell's (1959, 107) East Lulworth barrow 5j, burial 4>: inhumation burial. No further detail",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74325,74099,,Inhumation,"<Grinsell's (1959, 107) East Lulworth barrow 5j, burial 5>: inhumation burial. No further detail",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74327,74100,,Inhumation,"Abramson (1996, 20) S of Gypsy Race, Low Caythorpe, Grave 3108: inhumation burial of a young man lying in a flexed position on his left hand side with his head to the west.",Adult 19-39,Male,Unknown,Unknown,Flexed (facing left),W-E,Unknown
74326,74101,,Inhumation,"Abramson (1996, 20) S of Woldgate, Grave 2309: Truncated remains of an infant inhumation burial represented by badly degraded infant skull bones in the base of a grave",Infant <3,Unknown,Taphonomy: Disturbed,Unknown,Unknown,Unknown,Unknown
20100,74102,,Cremation,"Graham and Cox (1993) Stour park, Blandford St Mary: Urned 'late Bronze Age' cremation burial. Potentially one of a group. No further info.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74328,74104,,Cremation,"<Grinsell's (1959, 112; 1982, 40) Gussage St Michael Barrows 7a-d; Warne's (1866, 39) pr barrow no. 18, primary burial>: probable urned cremation burial. No human remains are mentioned specifically but the vessel is referred to as an urn and the deposit is described a burial in discussing the secondary burial from this barrow.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74329,74105,,Inhumation,"<Grinsell's (1959, 112; 1982, 40) Gussage St Michael Barrows 7a-d; Warne's (1866, 39) pr barrow no. 15, primary burial>: a skeleton at the base [of the mound]",Unknown,Unknown,Burial (Inhumation): Articulated,Unknown,Unknown,Unknown,Unknown
74330,74106,,Cremation,"<Grinsell's (1959, 112; 1982, 40) Gussage St Michael Barrows 7a-d; Warne's (1866, 40) pr barrow no. 19, cist burial 1>: One of two cremation burials in cists",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74331,74107,,Cremation,"<Grinsell's (1959, 112; 1982, 40) Gussage St Michael Barrows 7a-d; Warne's (1866, 40) pr barrow no. 19, cist burial 2>: One of two cremation burials in cists",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74332,74108,,Cremation,"<Grinsell's (1959, 112; 1982, 40) Gussage St Michael Barrows 7a-d; Warne's (1866, 40) pr barrow no. 20, primary burial>: contents of a smashed urn, scattered around the centre of the mound.",Unknown,Unknown,Taphonomy: Disturbed,Unknown,Unknown,Unknown,Unknown
74333,74109,,Cremation,"<Grinsell's (1959, 112; 1982, 40) Gussage St Michael Barrows 7a-d; Warne's (1866, 40) pr barrow no. 20, secondary burial>: to the side of the central burial, a cist filled with calcined bones",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74334,74110,,Cremation,"<Grinsell's (1959, 112; 1982, 40) Gussage St Michael Barrows 7a-d, ploughed out burial 1: Urned cremation (urn intact)",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74335,74111,,Cremation,"<Grinsell's (1959, 112; 1982, 40) Gussage St Michael Barrows 7a-d, ploughed out burial 2: Urned cremation (urn fragments)",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74336,74112,,Cremation,"<Grinsell's (1959, 112; 1982, 40) Gussage St Michael Barrows 7a-d, ploughed out burial 3: Urned cremation (urn fragments)",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74337,74113,,Cremation,"<Bowen and Gresham (1967, 68-9) Pantyneuadd> No further details available",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74339,74114,,Cremation,<Grinsell's (1959) Owermoigne barrows 11a and 11b>: 'ashes',Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74338,74115,,Cremation,<Grinsell's (1959) Owermoigne barrows 11a and 11b>: 'ashes',Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74341,74116,,Cremation,"<Grinsell (1938, 19) barrows on St Catherine's Hill>: ashes",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74342,74117,,Cremation,"Grinsell's (1959, 129) Puddletown Barrow 24a, Rainbarrows Burial 1: urned cremation. No further details.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74343,74118,,Cremation,"Grinsell's (1959, 129) Puddletown Barrow 24a, Rainbarrows Burial 2: urned cremation. No further details.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74345,74120,,Inhumation,"Grinsell's (1959, 134) Tarrant Hinton 20b: primary crouched inhumation",Unknown,Unknown,Unknown,Unknown,Crouched (unspecified),N-S,Unknown
74346,74122,,Cremation,"Payne (1892, 16-7) Roke Down 2: burnt bones and ashes",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74347,74123,,Cremation,"Payne (1892, 16-7) Roke Down 2: substantial deposit of burnt bones",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74348,74124,,Cremation,"Payne (1892, 18) Roke Down barrow 5: calcined bones and ashes.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74350,74125,,Cremation,"Jones et al (2015), Lanlawren: no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
20227,74126,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74351,74127,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74352,74128,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74353,74129,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74354,74130,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74355,74131,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74356,74132,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74357,74133,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74358,74134,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74359,74135,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74360,74136,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74361,74137,,Cremation,"Barrow Plot, Wick (Calkin 1967): no further details",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
20296,74138,,Cremation,"<Homelands, Christchurch>: Urned cremation burial",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74362,74139,,Cremation,"<Homelands, Christchurch>: Urned cremation burial",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74363,74140,,Cremation,"Bryn Crug (Stanley and Way 1868, 260): 'interment' presumed (based on the other burial from this site) to be a cremation burial",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74366,74141,,Cremation,"Davidstow Moor Barrow III/8 (Christie 1988): 'cremated and comminuted bones ... The cremated bones represent one individual, an adult in the age group 25 — 35. There is no evidence for sex other than the large size of a canine root which could indicate a male",Adult 19-39,Male,Unknown,Unknown,Unknown,Unknown,Unknown
74367,74142,,Cremation,Davidstow Moor Barrow XXIV/16/23 (Christie 1988): 'bones from a cremation',Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74370,74143,,Inhumation,"Caythorpe Area 3B, Burial 2771/Grave 2792 (Fraser and George 2013, 64, 230-1): skeleton 2771 lay in a supine position, head to the eastHr details: Male, 18+ years; supine position, head to the east",Adult 19-39,Male,Burial (Inhumation): Articulated,Unknown,Supine,E-W,Warrior Burial
74369,74144,,Inhumation,"Caythorpe Area 1, Burial 7547/Grave 7548: Male, 26 35 years;SUERC 57000; 1919 ± 29 BP; 5 to 136 cal AD",Adult 19-39,Male,Burial (Inhumation): Articulated,Unknown,Unknown,Unknown,Unknown
74368,74145,,Inhumation,"Caythorpe Area 1, Burial 7530/Grave 7531 (LIA): Female?, 10 11 years;",Child 3-13,Female,Burial (Inhumation): Articulated,Unknown,Unknown,Unknown,Unknown
74371,74146,,Inhumation,"North Cave Quarry, Burial 1302/Grave 1333: Male, 26 35 years",Adult 19-39,Male,Burial (Inhumation): Articulated,Unknown,Unknown,Unknown,Unknown
74372,74147,,Inhumation,"North Cave Quarry, Burial 1376/Grave 1375: Male, 36 45 years; ",Old Adult >40,Male,Burial (Inhumation): Articulated,Unknown,Unknown,Unknown,Unknown
74373,74148,,Inhumation,"Caythorpe Area 1, Burial/Grave 7189/7176 (Fraser and George 2013, 31): An oval grave, c. 1.3m long, 0.8m wide and 0.8m deep, in which was an E/W-orientated, crouched burial (7189), laid on its right side, with head to the west, facing south; the individual was male, aged 36-45.hr: male; 36-45; Severe osteoarthritis of right shoulder. Periostitis on left tibia. Osteoid osteoma on frontal bone. Intervertebral disc disease",Old Adult >40,Male,Biography: Diseased/Disabled,Unknown,Crouched (facing right),W-E,Unknown
74381,74149,,Cremation,"Caythorpe Area 1 Burial/Grave 519/416 (MBA) (Fraser and George 2013, 32): cremated remains (549) from the skeleton of a child of approximately 5 years of age;Hr details: child; c. 5 yrs; 122g; two tooth crowns survive and with the size of bone, especially skull fragments, indicate the age;",Child 3-13,Indeterminate (Child),Unknown,Unknown,Unknown,Unknown,Unknown
74382,74150,,Cremation,"Caythorpe Area 1 Burial/Grave 549/511 (MBA) (Fraser and George 2013, 32): cremated remains from the skeleton of an adult (519);Hr details: sex not determined; adult; 600.7g;",Adult 19-39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74383,74151,,Cremation,"Caythorpe Area 1 Burial/Grave 504/492 (MIA?) (Fraser and George 2013, 36): cremated skeleton (504) of a child of approximately 6 months to 1 year of age.Hr details: infant; 6 months-1yr; 72.9g (including teeth); ",Infant <3,Indeterminate (Child),Unknown,Unknown,Unknown,Unknown,Unknown
74384,74152,,Inhumation," Caythorpe Area 5A Burial/Grave 4684/4682 (Beaker) (Fraser and George 2013, 73): Skeleton 4684 was in a crouched position, lying on its right hand side, with the head to the north-east facing north-west. The knees were bent upwards and the arms were folded in front of the body, hands before the face. The individual may have been female, aged 36-45.Hr details: female?; 36-45; Caries lesion on 2nd lower premolar; in a crouched position, lying on its right hand side, with the head to the north-east facing north-west. The knees were bent upwards and the arms were folded in front of the body, hands before the face. ",Old Adult >40,Female,Burial (Inhumation): Articulated,Unknown,Crouched (facing right),NE-SW,Unknown
74385,74153,,Inhumation,"Caythorpe Area 5A Burial/Grave 4930/4931 (Beaker) (Fraser and George 2013, 73):   Skeleton 4930 was in a crouched position, lying on its left hand side, with the head to the south-east facing south-west. The knees were bent upwards and the arms were folded in front of the body, hands before the face. The individual may have been male, aged 26-35.Hr details: male; 26-35; in a crouched position, lying on its left hand side, with the head to the south-east facing south-west. The knees were bent upwards and the arms were folded in front of the body, hands before the face.",Adult 19-39,Male,Burial (Inhumation): Articulated,Unknown,Crouched (facing left),SE-NW,Unknown
74386,74154,,Inhumation," Caythorpe Area 5B Burial/Grave 5176/5253 (LIA) (Fraser and George 2013, 80, 187): The skeleton (5176), in good condition, lay on its back in a flexed position, head to the west, with knees bent slightly upwards; it was a male individual, aged 26-35 years of ageHr details: Well preserved skeleton on its back in a flexed position, head to the west, with knees bent slightly upwards; male; 26-35; Well healed fracture of a right rib. Considerable osteophytic reaction and spicules T12-S1 vertebrae;",Adult 19-39,Male,Burial (Inhumation): Articulated,Unknown,Flexed (unspecified),Unknown,Unknown
10198,74156,,Cremation,Pile of cremated bones in a pit with pygmy vessel directly above  ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74389,74158,,Cremation,"Davidstow Moor barrow #22 F1: 'a few fragments of bone and a fair quantity of charcoal (none of which has survived) - some of it within the pot base - were associated with the pot ...' (Christie 1988, 118)",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74390,74159,,Cremation,"Davidstow Moor barrow #22 F2: 'Beneath the slate slabs and the 'clean stones' were fragments of bone and charcoal, mixed with 'broken clean subsoil and shillet' as well as two or three flints, a holed stone and a notched stone. The latter were given letters like those found associated with the cairn ring (see above) and the holed stone T has been identified. Stones S and U, however, cannot be traced, though one of them must be the notched stone referred to; nor can the bones, which are presumed to have been burnt (though the fact is not recorded).' (Christie 1988, 118-9)",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74393,74160,,Cremation,"Scarcewater Tip Pit 1036: 'burnt bone, possibly a cremation deposit (Taylor 2005, 33-4). 11.5g of burnt bone were recovered clustered at the centre of the base of the pot. This was not identifiable but the human bone report (Randall in Jones and Taylor 2010, 142) states that it is very likely to be human.Possible pyre debris including oak and hawthorn charcoal was also recovered",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74394,74161,,Cremation,"Forrabury Field 9 Pit [101] (Jones and Quinnell 2014): The fill consisted of a very dark organic rich grey-brown clay loam with numerous charcoal fragments. There was also a lot of burnt bone visible.The human bone report  (Higgins in Jones and Quinnell 2014, 75) notes that 79g cremated human bone (12/13+ yrs) was recovered. This bone was quite eroded and may have been exposed for some time before burial.c14 date: SUERC-42056; 3555+/-26 BP; 2010-1776 cal BC",Subadult 14-18,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
20220,74163,,Cremation,Highly burnt human bones - clavicle suggests adult female under medium size. ,Adult 19-39,Female,Unknown,Unknown,Unknown,Unknown,Unknown
20242,74164,,Cremation,"<Hengistbury Head 7>: At least three of the urns contained cremations, one that of an adult in a large biconical urn of Trevisker style set upright and accompanied by several flint flakes. Oak charcoal accompanied two of the urned cremation",Adult 19-39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74395,74165,,Cremation,Secondary cremation inserted into mound (no evidence of a Primary burial). All cremations were in the western half of the mound - not all were urned ; only three were ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74396,74166,,Cremation,Secondary cremation inserted into mound (no evidence of a Primary burial). All cremations were in the western half of the mound - not all were urned ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74387,74167,,Cremation,"<Trelowthas (Nowakowski 1995)>: Slate-built cist cut into the eastern side of the barrow mound. (Figure 2, 208).Hr: The cist contained c. 9489g of burnt human bone including fragments from adults, juveniles, infants and animals. Additional burnt human bone was found beneath the lining at the base of the cist (210) This record represents an MNI of 1 adult",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74387,74168,,Cremation,"<Trelowthas (Nowakowski 1995)>: Slate-built cist cut into the eastern side of the barrow mound. (Figure 2, 208).Hr: The cist contained c. 9489g of burnt human bone including fragments from adults, juveniles, infants and animals. Additional burnt human bone was found beneath the lining at the base of the cist (210) This record represents an MNI of 1 juvenile",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74387,74169,,Cremation,"<Trelowthas (Nowakowski 1995)>: Slate-built cist cut into the eastern side of the barrow mound. (Figure 2, 208).Hr: The cist contained c. 9489g of burnt human bone including fragments from adults, juveniles, infants and animals. Additional burnt human bone was found beneath the lining at the base of the cist (210) This record represents an MNI of 1 infant",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74397,74170,,Cremation,Large quantity of cremated bone - 1113g representing an adult female. Very tightly focused in a bundle and likely originally contained within a bag. ,Adult 19-39,Female,Burial (Cremation): Ordered deposit,Almost complete,Unknown,Unknown,Unknown
74398,74171,,Cremation,Substantial deposited of cremated bone - 1337g. Represents three individuals - two adults (one of which is female) and a newborn ,Adult 19-39,Female,Unknown,Fragment(s),Unknown,Unknown,Unknown
74398,74172,,Cremation,Substantial deposited of cremated bone - 1337g. Represents three individuals - two adults (one of which is female) and a newborn ,Adult 19-39,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74398,74173,,Cremation,Substantial deposited of cremated bone - 1337g. Represents three individuals - two adults (one of which is female) and a newborn ,Foetus/Neonate,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74399,74174,,Cremation,"Only 72g of cremated bone - plank on top of cremated none and base of pit covered by rammed pebbles as were sides. Area of rounded pebbles on top of cremated nbone. Cremated bone covered by hornfels rock slab, possibly deliberately smashed on top of it and also presence of burnt wooden plank on top of body; extensive layer of charcoal ",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74400,74175,,Cremation,49g of cremated bone mixed in with lots of charcoal. Mixed in layers and representing 2 individuals - one adult and one child/infant,Adult 19-39,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74400,74176,,Cremation,49g of cremated bone mixed in with lots of charcoal. Mixed in layers and representing 2 individuals - one adult and one child/infant,Child 3-13,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74401,74177,,Cremation,"30g cremated bone with lots of charcoal - single plank associated with 2 large rounded pebbles, deliberately placed perhaps",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74402,74178,,Cremation,Single cremation of unknown sex & age. Oak plank at base and surrounded by charcoal.Cremation was a clean mass of bone ,Unknown,Unknown,Burial (Cremation): Ordered deposit,Fragment(s),Unknown,Unknown,Unknown
74403,74179,,Cremation,Cremation in an Inverted Food Vessel urn ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74404,74180,,Cremation,Cremation in an Inverted Food Vessel urn ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74405,74182,,Inhumation,Cist with incense cup and a flint tool but the body had completely degraded in the soil - it was likely a crouched inhumation ,Unidentifiable,Unknown,Taphonomy: Decomposed/Degraded,Unknown,Unknown,Unknown,Unknown
30133,74183,,Inhumation,"Large number of disarticulated and semi-articulated human remains in the chamber including portions of  skulls and two individuals in a crouched position. Also a child's burial (partial, mainly ribs). Deposits of human bones were covered with thin flat stones and were found at various points in the chamber. At least two were small individuals - subadults only 4 foot 4 inches tall.",Multiple (Neolithic),Unknown,Burial (Inhumation): Disarticulated,Fragment(s),Unknown,Unknown,Unknown
74391,74184,,Cremation,"Treligga barrow 1, Burial 2 (Christie et al 1985, 73): the remains of a young adult, possibly female, and also a bronze awl (Fig. 43). A second individual is also thought to be represented.  (Treligga:  Appendix A, Cremations 1 and 2).",Adult 19-39,Female,Unknown,Fragment(s),Unknown,Unknown,Unknown
74391,74185,,Cremation,"Treligga barrow 1, Burial 2 (Christie et al 1985, 73): A second individual is also thought to be represented. (Treligga:  Appendix A, Cremations 1 and 2).",Unknown,Unknown,Unknown,Fragment(s),Unknown,Unknown,Unknown
74407,74186,,Inhumation,"From the size of the cist it is likely that this was a crouched inhumation, although the bone does not survive ",Unknown,Unknown,Taphonomy: Decomposed/Degraded,Unknown,Unknown,Unknown,Unknown
74408,74187,,Cremation,small quantity of cremated bones - quite calcined - from the lowest layer of the innermost compartment of the tomb,Unknown,Multiple (Neolithic),Unknown,Fragment(s),Unknown,Unknown,Unknown
74409,74188,,Cremation,"Knap Knowes Cairn 3 (Grant 1937, 76): Four double handfuls of cremated bones, many with cramp adhering, were found in the vessel. The bone was dated to 2140-1860 cal BC; 3600 +/- 50 BP; (GrA-19988).Low (in Grant 1937, 83): Mound No. 3.—""Found in clay urn."" Fragments of human bone identified, but not possible to say whether more than one individual; many fragments of bone with cramp attached.",Unknown,Unknown,Unknown,Almost complete,Unknown,Unknown,Unknown
60019,74189,,Cremation,"Whoom Cairn 8 (Grant 1937, 77-80):Low (in Grant 1937, 83): Mound No. 8.—""Found in steatite urn."" The cremated remainsconsist of many fragments of bone, among which can be identified some twenty pieces of the flat bones of the skull; the right and left petrous bones; fragments of vertebra; ribs; limb bones including a piece of the head of a humerus and a femur; the remains of one adult skeleton. Quite a number of the fragments are embedded in cramp which is actually fused with the bone.",Adult 19-39,Unknown,Unknown,Almost complete,Unknown,Unknown,Unknown
74415,74194,,Inhumation,Short cist held a child's skeleton. crouched inhumation accompanied by a bag of the disarticulated bones of a younger person was discovered (Megaw 2004). ,Child 3-13,Indeterminate (Child),Burial (Inhumation): Articulated,Almost complete,Crouched (unspecified),Unknown,Unknown
74415,74195,,Inhumation,Bag of bones of a disarticulated young person accompanying the child ,Child 3-13,Indeterminate (Child),Burial (Inhumation): Disarticulated,Unknown,Unknown,Unknown,Unknown
30134,74198,,Inhumation, Re-use of the chamber in the Beaker period with at least one Beaker burial ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74425,74213,,Cremation,Garton Slack Areas 1 to 33. Brewster Grave Group 3: Cremation of an adult in a Food Vessel ,Adult 19-39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74426,74214,,Inhumation,"Garton Slack Barrow Cemetery (Brewster 1980), adult female crouched on right side, head N. Female of c. 25 years of age. N-S and in a fairly contracted positionc14 dates for skeleton 3781+/-31 BP; OXA-V-2279-34; 2300-2050 cal BC (@ 95.4%)",Adult 19-39,Female,Burial (Inhumation): Articulated,Almost complete,Crouched (facing right),N-S,Unknown
74427,74215,,Inhumation," Garton Slack Barrow Cemetery #7, Primary burial (Brewster 1980): 1ry burial of child c. 2.5 years old, possibly female. Flexed on left side with skull at top of grave at NE. Both hands in front of belly and in hand was a small quartz pebble. Child's hands were clasped together. Small pocket of charcoal located by wrists and may be remains of a ?burnt wooden object ",Child 3-13,Indeterminate (Child),Burial (Inhumation): Articulated,Unknown,Flexed (facing left),NE-SW,Unknown
74428,74216,,Cremation,"Garton Slack Barrow Cemetery #7, Secondary burial (Brewster 1980):  One of double cremation of a young adult male and an adult female in grave to N of central grave.  Heap of cremated bone in centre of pit and a Food Vessel nearby inverted. FV had small mound of cremated bone rising about 3cm towards base of pot and the rest of FV empty",Adult 19-39,Male,Unknown,Unknown,Unknown,Unknown,Unknown
74428,74217,,Cremation,"Garton Slack Barrow Cemetery #7, Secondary burial (Brewster 1980): One of double cremation of a young adult male and an adult female in grave to N of central grave. Heap of cremated bone and charcoal lay upon N end of the cremation grave.  ",Adult 19-39,Female,Unknown,Unknown,Unknown,Unknown,Unknown
74429,74218,,Cremation,"Garton Slack Barrow Cemetery (Brewster 1980), Grave Group 8(i) (Brewster p 249, fig 149)>: cremation- inurned ",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74430,74219,,Inhumation,"Garton Slack Barrow Cemetery (Brewster 1980), Degraded remains of an infant inhumation with a Beaker ",Infant <3,Indeterminate (Child),Taphonomy: Decomposed/Degraded,Fragment(s),Unknown,Unknown,Unknown
