Site_ID,GID,Grave_hierarchy,Formality_factor,HER_grave_montype,Grave_type,Grave_orientation,Grave_description,Number_object_records,Number_hr_records,Giles_2012_catalogue_number,Gg_summary,Hr_summary
40072,73965,,1,,Grave,E-W,"Danes Graves (Stead 1979) Grave DG73: Grave architecture: deep grave pit; orientation E-W (fN); E Yorks Burial Type B;Danes Graves (Stead 1979) Grave DG73: Human remains: Inhumation burial; orientation; E-W (fN); age: adult; sex: not determined; position: contracted; biographical details: n/aDanes Graves (Stead 1979) Grave DG73: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: brooch; stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: goat (x2) (on or by the head), pig (x2) (by feet); flint: n/a; biographical details: ",5,1,,"Brooch (Unknown/Unspecified), Animal Burial (Specified type), Animal Burial (Specified type), Animal Burial (Specified type), Animal Burial (Specified type)",Inhumation
40072,73966,,1,,Grave,NE-SW,Danes Graves (Stead 1979) Grave DG75: Grave architecture: deep grave pit; orientation NE-SW (f?); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG75: Human remains: Inhumation burial; orientation; NE-SW (f?); age: adult; sex: not determined; position: contracted; biographical details: n/a;Danes Graves (Stead 1979) Grave DG75: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: brooch (on chest); stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: pig hindleg (on or by the lower torso); flint: n/a; biographical details: ,2,1,,"Brooch (Unknown/Unspecified), Animal Joint/Part [Limb]",Inhumation
40072,73967,,1,,Grave,NE-SW,Danes Graves (Stead 1979) Grave DG76: Grave architecture: deep grave pit; orientation NE-SW (fW); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG76: Human remains: Inhumation burial; orientation; NE-SW (fW); age: adult; sex: not determined; position: contracted; biographical details: n/a;Danes Graves (Stead 1979) Grave DG76: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: n/a; stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: pig hindleg (on or by the chest); flint: n/a; biographical details: ,1,1,,Animal Joint/Part [Limb],Inhumation
40072,73968,,1,,Grave,NE-SW,Danes Graves (Stead 1979) Grave DG79: Grave architecture: deep grave pit; orientation NE-SW (fE); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG79: Human remains: Inhumation burial; orientation; NE-SW (fE); age: adult; sex: not determined; position: contracted; biographical details: n/aDanes Graves (Stead 1979) Grave DG79: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: n/a; stone: n/a; amber: n/a; ceramic: vessel (on lower torso); glass: n/a; animal bone: n/a; flint: n/a; biographical details: The pot was found over the body (by the hips)  and probably placed after the grave had been covered.NB possibly not a gg then?,1,1,,Pot (Unknown/Unspecified),Inhumation
40072,73969,,1,,Grave,NW-SE,"Danes Graves (Stead 1979) Grave DG81: Grave architecture: n/a; orientation NW-SE (fE); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG81: Human remains: Inhumation burial; orientation; NW-SE (fE); age: adult; sex: ?female; position: contracted; biographical details: Skeleton identified by Mortimer as apparently a female one.;Danes Graves (Stead 1979) Grave DG81: Objects: wood: n/a; gold: n/a; cu-alloy: bead (on chest), bracelet with mortice and tenon (type 4) (on right arm) iron: n/a; stone: n/a; amber: n/a; ceramic: n/a; glass: bead(s) (on chest); animal bone: n/a; flint: n/a; biographical details: Blue glass bead. Bronze tubular beads are unknown to Yorkshire but some paralels exist abroad (Stead 1979:81).",2,1,,"Bead(s), Bracelet/Bangle (Specified type)",Inhumation
40072,73970,,1,,Grave,SW-NE,"Danes Graves (Stead 1979) Grave DG88: Grave architecture: deep grave pit; orientation SW-NE (fW); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG88: Human remains: Inhumation burial; orientation; SW-NE (fW); age: adult; sex: not determined; position: contracted; biographical details: n/a;Danes Graves (Stead 1979) Grave DG88: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: penannular brooch (type L/type 8) (LT II-III) (on face or back of head); stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: n/a; flint: n/a; biographical details: The brooch is said to be ""close to and under the chin"" (Mortimer 1911: 39).",1,1,,Brooch (Specified type),Inhumation
40072,73971,,1,,Grave,NE-SW,Danes Graves (Stead 1979) Grave DG89: Grave architecture: n/a; orientation NE-SW (fE); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG89: Human remains: Inhumation burial; orientation; NE-SW (fE); age: adult; sex: not determined; position: contracted; biographical details: n/a;Danes Graves (Stead 1979) Grave DG89: Objects: wood: n/a; gold: n/a; cu-alloy: unknown object (on face or back of skull) iron: involuted brooch with mock-spring discs and solid rivet (type H) (LT II-III) (on chest); stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: n/a; flint: n/a; biographical details: ,2,1,,"Unknown Object, Brooch (Specified type)",Inhumation
40072,73972,,1,,Grave,NE-SW,Danes Graves (Stead 1979) Grave DG90: Grave architecture: n/a; orientation NE-SW (fE); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG90: Human remains: Inhumation burial; orientation; NE-SW (fE); age: adult; sex: not determined; position: contracted; biographical details: n/aDanes Graves (Stead 1979) Grave DG90: Objects: wood: n/a; gold: n/a; cu-alloy: bead (x2) (on face or back of skull) iron: unknown object (on face or back of head); stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: n/a; flint: n/a; biographical details: The iron object (an iron rod with a ring)  is thought to be a part of a toilet set (Stead 1979: 84).,2,1,,"Bead(s), Cosmetic Set",Inhumation
40072,73973,,1,,Grave,NE-SW,Danes Graves (Stead 1979) Grave DG91: Grave architecture: n/a; orientation NE-SW (fE); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG91: Human remains: Inhumation burial; orientation; NE-SW (fE); age: adult; sex: not determined; position: contracted; biographical details: Broken tibia healed (Mortimer 1911:40);Danes Graves (Stead 1979) Grave DG91: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: n/a; stone: n/a; amber: n/a; ceramic: vessel (by feet); glass: n/a; animal bone: pig hindleg (by feet); flint: n/a; biographical details: ,2,1,,"Pot (Unknown/Unspecified), Animal Joint/Part [Limb]",Inhumation
40072,73974,,1,,Grave,NE-SW,"Whimser (1981, 401) Barrow 93 (Mortimer 1911 No.20): Single grave containing two skeletons lying side by side. Skeletons 1 and 2 both lying contracted on their right sides and with their hands to their facesDanes Graves (Stead 1979) Grave DG93a: Human remains: Inhumation burial; orientation; NE-SW (fE); age: adult; sex: not determined; position: contracted; biographical details: n/a;Danes Graves (Stead 1979) Grave DG93a: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: involuted brooch with mock-spring discs and solid rivet (type H) (LT II-III) (on knee); stone: n/a; amber: n/a; ceramic: vessel (by knees); glass: n/a; animal bone: pig hindleg (on or by the knees); flint: n/a; biographical detailsDanes Graves (Stead 1979) Grave DG93b: Human remains: Inhumation burial; orientation; NE-SW (fE); age: adult; sex: not determined; position: contracted; biographical details: n/a;Danes Graves (Stead 1979) Grave DG93b: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: n/a; stone: n/a; amber: n/a; ceramic: vessel (on chest); glass: n/a; animal bone: pig hindleg (on or by the chest); flint: n/a; biographical details: ",5,2,,"Brooch (Specified type), Pot (Unknown/Unspecified), Animal Joint/Part [Limb], Pot (Unknown/Unspecified), Animal Joint/Part [Limb]","Inhumation, Inhumation"
40072,73975,,1,,Grave,Unknown,Danes Graves (Stead 1979) Grave DG94: Grave architecture: n/a; orientation n/a; E Yorks Burial Type n/a; Danes Graves (Stead 1979) Grave DG94: Human remains: none;Danes Graves (Stead 1979) Grave DG94: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: long flat bow brooch (type C/type 5) (LT II-III); stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: n/a; flint: n/a; biographical details:,1,1,,Brooch (Specified type),Inhumation
40072,73976,,1,,Grave,SW-NE,Danes Graves (Stead 1979) Grave DG95: Grave architecture: deep grave pit; orientation SW-NE (f?); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG95: Human remains: Inhumation burial; orientation; SW-NE (f?); age: adult; sex: not determined; position: n/a; biographical details: n/a;Danes Graves (Stead 1979) Grave DG95: Objects: wood: n/a; gold: n/a; cu-alloy: long flat bow brooch (LT II-III) (type C/type 5) (on chest) iron: n/a; stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: n/a; flint: n/a; biographical details: ,1,1,,Brooch (Specified type),Inhumation
40072,73977,,1,,Grave,NW-SE,Danes Graves (Stead 1979) Grave DG97: Grave architecture: n/a; orientation NW-SE (fW); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG97: Human remains: Inhumation burial; orientation; NW-SE (fW); age: adult; sex: not determined; position: contracted; biographical details: n/a;Danes Graves (Stead 1979) Grave DG97: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: n/a; stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: goat (on or by knees); flint: n/a; biographical details: ,1,1,,Animal Burial (Specified type),Inhumation
40072,73978,,1,,Grave,N-S,"Danes Graves (Stead 1979) Grave DG99: Grave architecture: n/a; orientation N-S (fE); E Yorks Burial Type A;Danes Graves (Stead 1979) Grave DG99: Human remains: Inhumation burial; orientation; N-S (fE); age: adult; sex: not determined; position: tightly crouched; biographical details: The skull was thought to be ""that of a female"" and ""had only 2 molar teeth on each side of each jaw"" (Mortimer 1911:44);Danes Graves (Stead 1979) Grave DG99: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: n/a; stone: n/a; amber: n/a; ceramic: vessel (on face or back of head); glass: n/a; animal bone: pig hindleg (on or by the head); flint: n/a; biographical details: ",2,1,,"Pot (Unknown/Unspecified), Animal Joint/Part [Limb]",Inhumation
72900,73979,,1,,Grave,N-S,"Melton (Fenton-Thomas 2011) Grave M (A3)2722: Grave architecture: deep grave pit; orientation N-S (fE); E Yorks Burial Type D;Melton (Fenton-Thomas 2011) Grave M (A3)2722: Human remains: Inhumation burial; orientation; N-S (fE); age: adult (25-35); sex: ?male; position: flexed; biographical details: Burial cuts the M3397. Tooth decay followed by dental abcess, ;Melton (Fenton-Thomas 2011) Grave M (A3)2722: Objects: wood: coffin; gold: n/a; cu-alloy: n/a iron: n/a; stone: n/a; amber: n/a; ceramic: sherds (in grave fill); glass: n/a; animal bone: n/a; flint: n/a; biographical details: Residual: Sherd from early Iron Age pot + sherd from early Bronze Age pot (backfill)NB ceramic sherds in grave fill not recorded as gg",1,1,,Coffin,Inhumation
72900,73980,,1,,Grave,E-W,"Melton (Fenton-Thomas 2011) Grave M (A3)3397: Grave architecture: deep grave pit; orientation E-W (fS); E Yorks Burial Type A;Melton (Fenton-Thomas 2011) Grave M (A3)3397: Human remains: Inhumation burial; orientation; E-W (fS); age: adult (35-45); sex: male; position: tightly crouched; biographical details: OA1 cervical; DJD 1 lumbar vertebra, trabecular bone on surface R acetabulum;Melton (Fenton-Thomas 2011) Grave M (A3)3397: Objects: wood: coffin; gold: n/a; cu-alloy: n/a iron: n/a; stone: n/a; amber: n/a; ceramic: sherds (in grave fill); glass: n/a; animal bone: n/a; flint: n/a; biographical details: Sherds from 7 different beaker vessels. Particularly large grave. Maybe it's a Bronze Age burial.NB ceramic sherds not recorded as gg",1,1,,Coffin,Inhumation
72900,73981,,1,,Grave,NE-SW,"Melton (Fenton-Thomas 2011) Grave M (A5)1823: Grave architecture: square ditched enclosure, shallow grave pit; orientation NW-SE (fE); E Yorks Burial Type A;Melton (Fenton-Thomas 2011) Grave M (A5)1823: Human remains: Inhumation burial; orientation; NW-SE (fE); age: adult (35-45); sex: female; position: crouched; biographical details: Degenerative joint disease, flattened distal end of proximal foot phalanx, nutritional defiency. ;Melton (Fenton-Thomas 2011) Grave M (A5)1823: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: unknown object (in grave fill); stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: pig (on or by the lower torso); flint: n/a; biographical details: Pig bones with knife marks (have been butchered before placed in the grave). More pig bones and unidentified small iron objects were found in grave filling: residual. Iron Age coin (Catuvellauni tribe) was found in barrow ditch fill. NB iron objects/pig bones in grave fill are dubious gg",2,1,,"Unknown Object, Animal Bone (Other)",Inhumation
72901,73983,,1,,Grave,E-W,"Bridlington (Fenton-Thomas 2009) Grave BR(G4): Grave architecture: square ditched enclosure, deep grave pit; orientation E-W (fS); E Yorks Burial Type B;Bridlington (Fenton-Thomas 2009) Grave BR(G4): Human remains: Inhumation burial; orientation; E-W (fS); age: adult (33-45); sex: ?male; position: extended; biographical details: Individual of a ""strong build"" (p.273-5);Bridlington (Fenton-Thomas 2009) Grave BR(G4): Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: dagger (on torso or right arm), spearhead (by feet); stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: pig (forelimb and skull) (on or by the hands); flint: n/a; biographical details: Dagger similar to the ones found in R87, R153, but slightly bigger. Maybe 1st century BC",3,1,,"Knife, Spearhead, Animal Joint/Part (Other specified part)",Inhumation
72902,73984,,1,,Grave,Unknown,"Burtswick and Rimswell (ongoing excavation) Grave BurRim2: Grave architecture: deep grave pit; orientation n/a; E Yorks Burial Type A;Burtswick and Rimswell (ongoing excavation) Grave BurRim2: Human remains: Inhumation burial; orientation; n/a; age: adult; sex: male; position: n/a; biographical details: n/a;Burtswick and Rimswell (ongoing excavation) Grave BurRim2: Objects: wood: shield?; gold: n/a; cu-alloy: n/a iron: sword (on upper torso), spearhead?; stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: Ox-tail?; flint: n/a; biographical details: Sword bent in the middle (similar to the Acklam warrior burial), and placed on the back of the skeleton, who is said to have been buried with a shield, a spear and ""ox-tails"".",4,1,,"Shield, Sword, Spearhead, Animal Joint/Part (Other specified part)",Inhumation
72903,73985,,1,,Grave,Unknown,"Beverley (Stead 1979) Grave BV1: Grave architecture: ?square ditched enclosure, deep grave pit; orientation n/a; E Yorks Burial Type n/a;Beverley (Stead 1979) Grave BV1: Human remains: none; Beverley (Stead 1979) Grave BV1: Objects: wood: cart; gold: n/a; cu-alloy: n/a iron: cart fittings (8); stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: n/a; flint: n/a; biographical details: Cart burial. ",2,1,,"Chariot/Cart, Horse Gear (Unknown/Unspecified/Set)",Inhumation
72904,73986,,1,,Grave,Unknown,"Huggate (Stead 1979) Grave HuG1?: Grave architecture: n/a; orientation n/a; E Yorks Burial Type C;Huggate (Stead 1979) Grave HuG1?: Human remains: Inhumation burial; orientation; n/a; age: n/a; sex: n/a; position: n/a; biographical details: n/a;Huggate (Stead 1979) Grave HuG1?: Objects: wood: n/a; gold: n/a; cu-alloy: n/a iron: cart fittings; stone: n/a; amber: n/a; ceramic: n/a; glass: n/a; animal bone: n/a; flint: n/a; biographical details: Cart burial, poorly documented. ",1,1,,Chariot/Cart Fitting (Unknown/Unspecified/Set),Inhumation
10129,73987,Secondary,,,Pit,Unknown,"Secondary cremation, possibly in pit",1,1,,Bead(s),Cremation
10130,73988,,,,,Unknown,Pit lined with flat stones ,1,1,,Pot [Food Vessel],Cremation
10137,73989,Unknown,1,,,Unknown,Urn said to contain about 71 fragments of human bones and ashes. ,1,1,,Pot [Trevisker],Cremation
10148,73990,Unknown,1,,Pit,Unknown,In pit ,2,1,,"Tool (Unknown/Unspecified), Pick",Inhumation
10156,73991,Unknown,1,,Pit,Unknown,Pit  on Southern side and just outside the ring cairn (pit 502) ,1,1,,Bead(s),Cremation
10156,73992,Unknown,1,,Pit,Unknown,Pit -540  satellite pit on and just outside NE side of cairn ,1,1,,Pot [Trevisker],Cremation
10156,73993,Unknown,1,,Pit,Unknown,Pit 529 satellite pit on SE side of ring cairn ,1,1,,Pot [Food Vessel],Cremation
10156,73994,Unknown,1,,Pit,Unknown,Satellite pit 536 on SEW side of cairn ,1,1,,Pot [Food Vessel],Cremation
10156,73995,Unknown,1,,,Unknown,Outlying pit 544 2m to the N of the top of caiirn and well outside it ,2,1,,"Pot [Trevisker], Pebble",Cremation
10206,73996,Unknown,1,,Cist,Unknown,Two small cists close to each other -neither seemingly supported by a barrow ,1,1,,Pot [Urn (Unknown/Unspecified)],Cremation
10210,73997,Unknown,1,,Chamber,Unknown,Possibly not urned and close to entrance in chamber ,1,1,,Pot [Carinated Bowl],Cremation
10216,73998,Unknown,1,,Cist,Unknown,Cist with urn containing ashes =- close to another also found by workmen ,1,1,,Pot [Trevisker],Cremation
10240,73999,Secondary,1,,Cist,Unknown,Under cover stone of cist in a pit lined with non-local shell sand ; un-urned ,1,1,,Liner,Cremation
10240,74000,Secondary,1,,Pit,S-N,Two pits dug into floor of chamber with EBA urned cremations ,1,1,,Pot [Collared Urn],Cremation
10240,74001,Secondary,1,,Pit,Unknown,Two pits dug into floor of chamber with EBA urned cremations -  in Collared Urn ,1,1,,Pot [Collared Urn],Cremation
10242,74002,Secondary,1,,Cist,NW-SE,Cist inserted at a later date with inverted ribbon-handled urn over cremated bones Cist built against the main chamber ,1,1,,Pot [Trevisker],Cremation
10258,74003,,,,Unknown,Unknown,Presumably found in pit or cist but not mentionedOne of two urned cremations ,1,1,,Pot [Food Vessel],Cremation
20094,74005,Secondary,1,,Pit,Unknown,Secondary inhumation accpompanied by a cremation in mound above 1ry burial ,1,2,,Pot [Food Vessel],"Inhumation, Cremation"
20094,74006,Secondary,1,,Mound,Unknown,Third burial in sequence in mound 18 inches from top of mound ,1,1,,Pot [Biconical Urn],Cremation
20014,74007,Secondary,1,,Pit,Unknown,In mound above the other urned cremations,1,1,,Pot [Collared Urn],Cremation
72874,74008,Primary,1,,Mound,Unknown,"Grinsell's (1959, 88) Bere Regis Barrow 8b: primary cremation burial represented by burnt bones and ashes under an inverted (collared) urn",2,1,,"Pot [Biconical Urn], Bead(s)",Cremation
20166,74010,Secondary,1,,Mound,Unknown,In pit and then secondary mound and ditch raised ; cut slightly into the upcast/ grave fill of the primary burial (respects it),1,1,,Pot [Food Vessel],Cremation
20123,74011,Secondary,1,,Pit,Unknown,In mound No 37. Urned cremation ,2,1,,"Pot (Unknown/Unspecified), Dagger (Unknown/Unspecified)",Cremation
20087,74012,Secondary,1,,Mound,Unknown,"under secondary cairn was an urn with cremation . Note that it had been placed in a position without either care or attentions and no arrangement having been made for its protecrtion, so it was completely crushed when grave backfill and cairn backfilled over it. In this cairn and in the top of the cairn were two stone slabs that were decorated with rock art (are these borderline grave goods?  rock art - incised cup & rings with concentric circles) ",2,1,,"Pot (Unknown/Unspecified), Lid",Cremation
60071,74013,Unknown,2,,Chamber,E-W,"Cell or compartment 1 of chamber (numbered from southern to northern end of chamber & from left to right on the plan). On S side of entrance. 1.4m x 1.25m wide. In this first compartment were found a considerable quantity of bones, partly human, a curious black substance which appears to me to be a mixture of peat and charcoal, the bottom of a small flat-bottomed urn, and some other fragments of pottery.",3,1,,"Pot [Unstan Ware], Animal Bone (Other), Pot [Unstan Ware]",Inhumation
60071,74014,Unknown,2,,Chamber,E-W,"Clouston 1885: 344 <Compartment 2. At the side of the S.W. flagstone in this compartment there was a small space, not covered with white clay, and in this we found several fragments of different urns. A more striking instance of how the relics must have been scattered is the fact of a piece of pottery, found in the fourth compartment, fitting into an urn, the rest of which was dug up in this second compartment of the chamber. By far the greater portion of the relics found in the chamber were in this compartment. Overlying its clay floor was a stratum of black ashy or earthy matter, largely composed of charcoal, in which great quantities of pottery, and several flint chips and flakes were found. Several fragments of bones were found in the floor of this compartment, but none which showed any trace of burning. Curiously enough, however, the flints present indubitable indications of the action of fire. Upon the black stratum there were laid several burials in the contracted posture, as in the Caithness cairn>",4,1,,"Flake, Flake, Pot [Unstan Ware], Scraper",Inhumation
60079,74015,Unknown,,,Chamber,Unknown,"The cairn measured 24m x 10m and 1.5m in height and is roughly rectangular in plan. The passage lies at right angles to main axis of cairn and chamber opening from S. It is 2.9m long, 0.75m wide and 1m high. Chamber is 13m long, 1.7m wide but narrows to only 1.2m at E end. There are two main layers/phases in the chamber with the upper one relating to earth and stone filling and lower floor depositsThe human remans and grave goods were recovered from westernmost compartment. Scattered around the human bones were thegreater part of a wide-mouthed shallow round-based urn (fig. 6), afinely made flint knife which had passed through the flames, as it wasburnt white and splintered into pieces (fig. 7), and two scrapers and fivesplinters of flint. A stone axe (fig. 8), was also discovered at the same level",10,2,,"Knife, Axe/Axehead [Axe (Polished)], Pot [Unstan Ware], Scraper, Scraper, Flake, Flake, Flake, Flake, Flake","Inhumation, Inhumation"
60076,74016,Unknown,,,Chamber,Unknown,"Cell 1 with human remains  Skulls spatially arranged . One skull from cell 3B had evidence of burning- fires lit in chambersNine of the skulls were placed in juxtaposition along the foot of the western wall, six along the opposite side, and two about 15 inches from it. In no case was the lower jaw present ",4,2,,"Core, Knife, Animal Joint/Part [Head], Animal Joint/Part [Tooth/Tusk/Horn/Antler]","Inhumation, Inhumation"
60076,74017,Unknown,,,Chamber,Unknown,Second chamber or cell with human remains ; cell 2 ,8,1,,"Scraper, Scraper, Scraper, Scraper, Scraper, Scraper, Animal Joint/Part (Unknown/Unspecified), Animal Joint/Part (Unknown/Unspecified)",Inhumation
60076,74018,,,,Chamber,Unknown,"Cell 3 with most of the diasrticulated human remains (over 80%)Note much of the animal bone and the bone points were interleaved and mingled in wit the human remains, but the pottery seems to have been deposited at a different time and not directly associated. Fragments of Food Vessel were found nearish one of the skulls. Also some dark colored buff pottery with incised zigzag decoration (?possibly later and Grooved ware) was found at a higher level. Some calcined fkints including leaf-shaped arrowheads also noted in fill. In addition, 2 crude barbed and tanged arrowheads (one with barb broken off) were found and may imply later activity/ intrusions, The tang and edges were also battered ",8,2,,"Point (Unknown/Unspecified), Point (Unknown/Unspecified), Point (Unknown/Unspecified), Animal Bone (Other), Animal Bone (Other), Assemblage, Shell, Animal Bone (Other)","Inhumation, Inhumation"
60078,74019,Unknown,,,Chamber,Unknown,Compartment 3,1,1,,Assemblage,Inhumation
60078,74020,Unknown,,,Chamber,Unknown,Compartment 5,5,1,,"Animal Bone (Other), Animal Bone (Other), Animal Bone (Other), Animal Bone (Other), Animal Bone (Other)",Inhumation
60078,74021,Unknown,,,Chamber,Unknown,Compartment 8 ,1,1,,Animal Bone (Other),Inhumation
60108,74022,Unknown,2,,Unknown,Unknown,Destroyed chambered tomb; all bodies and grave goods out of context so unfortunately no help A large quantity of disarticulated human bone was associated with copious quantities of limpet shells found in the rubble immediately outside the outer wall face at the E end of the portion exposed. The bones may have been dumped there later in a hole after the cairn was destroyed and may have come from the chamber; they are sadly out of context The human remains and objecst were together - possibly associated therefore with grave goods Grooved Ware found but not mixed in with human remains ,7,1,,"Worked Stone, Worked Stone, Worked Stone, Assemblage, Scraper, Scraper, Scraper",Inhumation
60093,74023,Unknown,,,Chamber,Unknown,The main chamber with the three stalls/ cells coming off it ,2,10,,"Animal Burial (Specified type), Animal Joint/Part [Head]","Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation"
60093,74024,Unknown,,,Cist,Unknown,One of the three cells or compartments to the chamber ,2,1,,"Animal Burial (Specified type), Animal Burial (Specified type)",Inhumation
60093,74025,Unknown,,,Cist,Unknown,One of the three cells or compartments to the chamber ,2,1,,"Animal Burial (Specified type), Animal Burial (Specified type)",Inhumation
60093,74034,Unknown,,,Cist,N-S,One of the three cells or compartments to the chamber ,2,1,,"Animal Burial (Specified type), Animal Burial (Specified type)",Inhumation
60072,74035,Unknown,,,Chamber,N-S,"In main chamber - About a foot from the floor the deposit had a somewha oriented N-S t fatty, unctuous appearance, and contained two dozen skulls of the dog, several human long bones and five human skulls, three of which crumbled away when touched. apart from canine remains, bones of other animals have been also identified, including a portion of the jaw of an ox. The animal remains were the skull and bones of the limbs of a dog; upper and lower molar teeth, with part of the upper jaw of an ox; a fragment of a tibia, probably of a small horse, and several bones of birds",25,1,,"Animal Burial (Specified type), Animal Burial (Specified type), Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head], Animal Joint/Part [Head]",Inhumation
60095,74036,Unknown,,,Chamber,Unknown,Cell or compartment. This is compartment 1,4,1,,"Animal Joint/Part [Tooth/Tusk/Horn/Antler], Animal Joint/Part [Tooth/Tusk/Horn/Antler], Animal Joint/Part [Head], Animal Bone (Other)",Inhumation
60095,74037,Unknown,,,Chamber,Unknown,Cell or compartment. This is compartment ; human remains and animal bones mixed together ,5,1,,"Animal Bone (Other), Animal Bone (Other), Animal Bone (Other), Animal Bone (Other), Animal Bone (Other)",Inhumation
60095,74038,Unknown,,,Chamber,Unknown,"Cell or compartment. This is compartment 3Most of the human bone came from herePart of a childs lower limbs in 3W1 but also in 3E1, 2W2 and 3W2. Also a pair of knees in 3E1Cell 3 (C?)– 3 headless skeletons and 3 separate skulls ; at least one young adult and an adult 30-35",4,3,,"Pot [Unstan Ware], Assemblage, Bead(s), Unknown Object","Inhumation, Inhumation, Inhumation"
60095,74039,Unknown,,,Chamber,Unknown,"Cell or compartment. This is compartment 4Human bone from primary burial in innermost  compartment 4. On W side had a stone bench supported by 2 upright slabs with a partial human skeleton beneath and on E side, remains of a skeleton Cell 4 – at least 3 adults and one child <13 years ",5,4,,"Animal Joint/Part [Head], Animal Joint/Part [Head], Assemblage, Point (Unknown/Unspecified), Point (Unknown/Unspecified)","Inhumation, Inhumation, Inhumation, Inhumation"
60095,74040,,,,Chamber,Unknown,Cell or compartment. This is compartment 5. Not many bones but at least parts of four individuals represented ,4,4,,"Animal Joint/Part [Head], Animal Bone (Other), Animal Bone (Other), Animal Joint/Part [Tooth/Tusk/Horn/Antler]","Inhumation, Inhumation, Inhumation, Inhumation"
60082,74042,Secondary,,,Pit,Unknown,"Outside the cairn on N side of the entrance was a small hollow in the rock 0.45 m in diameter and 0.23m deep, containing ashes, fragments of burnt human bone, flint chips and small sherds ",2,1,,"Assemblage, Pot (Unknown/Unspecified)",Cremation
60111,74043,Unknown,,,Chamber,Unknown,"Numerous fragments of human remains were encountered - many human skeletons and mostly/all disarticulated - from the chamber. Only skulls studied and these represent a min no of 17 skeletons. They comprise 3 children 6-8 years old, an adolescent, 5 young adults, 5 mature adults, 2 elderly adults and 1 unclassified. Human remains were mixed with sheep and ox bones and the wing bone of a gannet. Other bones found outside the cairn and in the later souterrain and are likely to be associated with later occupation. ",5,12,,"Unknown Object, Assemblage, Assemblage, Pot [Unstan Ware], Pot [Unstan Ware]","Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation, Inhumation"
40109,74044,,1,,Grave,Unknown,"<Eastburn Aerodrome, Sheppard 1939, 39>: One of 'three earthenware vessels' found, 'each accompanying a burial'",2,1,,"Pot (Unknown/Unspecified), Animal Joint/Part [Head]",Inhumation
40109,74045,,1,,Grave,Unknown,"<gg_summary, Eastburn Aerodrome, Sheppard 1939, 39>: One of 'three earthenware vessels' found, 'each accompanying a burial'",1,1,,Pot (Unknown/Unspecified),Inhumation
