GID_date,C14_date_BP,C14_date_StDev,C14_date_calBC,C14_calibration_programme,C14_calibration_curve,Dating_lab,Lab_date_ID,HER_material_dated,Material_dated,C14_combined,Dating_notes
50443,2713,29,920 to 800 cal BC,Not known,Not known,Oxford Radiocarbon Accelerator Unit,OxA-17804,,Human bone (unburnt),Uncal: 2713±29; Cal: 920 to 800 cal BC,Left humerus from partial semi-articulated human burial GID_hr50098 (McKinley 2014 Burial 3673)
79947,2730,35,980 to 800 cal BC,Not known,Not known,"Groningen Accelerator, The Netherlands",GrA-35999,,Animal/bird bone,Uncal: 2730±35; Cal: 980 to 800 cal BC,Left metacarpus from articulated cattle foot (GIDgg_73034) with human burial GID_hr50098 (McKinley 2014 Burial 3673)
79945,2745,35,980 to 810 cal BC,Not known,Not known,"Groningen Accelerator, The Netherlands",GrA-36000,,Human bone (unburnt),Uncal: 2745±35; Cal: 980 to 810 cal BC,Right femur from articulated  burial GID_hr71343 (McKinley 2014 Burial 3676) buried with large fragment of a decorated fineware bowl
79946,2750,35,1000 to 810 cal BC,Not known,Not known,"Groningen Accelerator, The Netherlands",GrA-36002,,Human bone (unburnt),Uncal: 2750±35; Cal: 1000 to 810 cal BC,Right femur from articulated burial GID_hr71344 (McKinley 2014 Burial 3680)
79953,2766,28,970 to 820 cal BC,Not known,Not known,Oxford Radiocarbon Accelerator Unit,OxA-17806,,Animal/bird bone,Uncal: 2766±28; Cal: 970 to 820 cal BC,Left mandibula from articulated cattle skull (GID_gg73040) used as 'pillow' forburial GID_hr71344 (McKinley 2014 Burial 3680)
79950,2767,29,1010 to 830 cal BC,Not known,Not known,Oxford Radiocarbon Accelerator Unit,OxA-18431,,Animal/bird bone,Uncal: 2767±29; Cal: 1010 to 830 cal BC,Four phalanges from articulated lamb remains (GID_gg73037-8) found in the pelvic area of human burial GID_hr71342 (McKinley 2014 Burial 3675)
79944,2677,30,900 to 790 cal BC,Not known,Not known,Oxford Radiocarbon Accelerator Unit,OxA-17805,,Human bone (unburnt),Uncal: 2677±30; Cal: 900 to 790 cal BC,Right femur from articulated human burial GID_hr71342 (McKinley 2014 Burial 3675)
50710,3280,30,1640 to 1460 cal BC,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-40280,,Human bone (cremated),Uncal: 3280±30; Cal: 1640 to 1460 cal BC,
80050,2280,35,410 to 200 cal BC,,,Scottish Universities Environmental Research Centre,SUERC-40712,,Human bone (unburnt),Uncal: 2280±35; Cal: 410 to 200 cal BC,Left femur
80067,2025,30,160 cal BC to cal AD 60,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-40271,,Human bone (cremated),Uncal: 2025±30; Cal: 160 cal BC to cal AD 60,
80126,3280,45,1690 to 1440 cal BC,Not known,,Scottish Universities EnvironmentalResearch Centre,GU-11385,,Human bone (cremated),Uncal: 3280±45; Cal: 1690 to 1440 cal BC,
80140,3625,35,2130 to 1890 cal BC,OxCal 3.10,Not known,"Groningen Accelerator, The Netherlands",GrA-32127,,Human bone (cremated),Uncal: 3625±35; Cal: 2130 to 1890 cal BC,
80140,3557,35,2030-1770,OxCal 3.10,,"Groningen Accelerator, The Netherlands",GrA-34776,,Human bone (cremated),Uncal: 3557±35; Cal: 2030-1770,
80163,3400,100,1950-1450,OxCal 3.10,,Scottish Universities EnvironmentalResearch Centre,GU-3186,,Charcoal (other specified type),Uncal: 3400±100; Cal: 1950-1450,birch charcoal from pyre debris with cremation
80175,3342,30,1730-1520,OxCal 3.10,IntCal13,"Rafter Radiocarbon Lab (AMS), New Zealand",NZA-28254,,Human bone (unburnt),Uncal: 3342±30; Cal: 1730-1520,
80176,3421,30,1880-1630,OxCal 3.10,IntCal13,"Rafter Radiocarbon Lab (AMS), New Zealand",NZA-28252,,Human bone (unburnt),Uncal: 3421±30; Cal: 1880-1630,
80185,4060,135,2600-1500,OxCal 3.10,,Scottish Universities EnvironmentalResearch Centre,GU-1088,,Shell,Uncal: 4060±135; Cal: 2600-1500,Note this date is dubious due to the marine affect (also the std deviation is high)
80193,3418,38,1781-1625,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-9903,,Charred grain/seed,Uncal: 3418±38; Cal: 1781-1625,charred barley from cairn
80193,3325,40,1691-1507,OxCal 3.10,,"Oxford Radiocarbon Accelerator Unit, England",OxA-9866,,Charred grain/seed,Uncal: 3325±40; Cal: 1691-1507,charred barley from cairn - may be pyre debris?
80193,3433,39,1786-1641,,,Oxford Radiocarbon Accelerator Unit,OxA-9870,,Charred grain/seed,Uncal: 3433±39; Cal: 1786-1641,charred barley from cairn - may be pyre debris?
80200,2955,85,1420 to 930 cal BC,OxCal 3.10,IntCal13,University of Arizona AMS Facility,AA-11766,,Charcoal (unspecified),Uncal: 2955±85; Cal: 1420 to 930 cal BC,Pre-cist deposit; The fact that the samples contained driftwood carries the implication that these dates may be some what earlier than the construction of the cairns.
80204,3205,55,1650-1395,OxCal 3.10,IntCal13,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-11767,,Charcoal (other specified type),Uncal: 3205±55; Cal: 1650-1395,"Burnt inclusions may have included turf or peat - there was some indication of coniferous charcoal, possibly driftwood so this date should be treated with caution "
80231,3350,40,1740 to 1520 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-50314,,Human bone (unburnt),Uncal: 3350±40; Cal: 1740 to 1520 cal BC,"Right femur of SK III, corbelled cist "
80232,3395,50,1880-1520,OxCal 3.10,IntCal13,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-50316,,Human bone (unburnt),Uncal: 3395±50; Cal: 1880-1520,"Right femur of SK II, corbelled cist "
80234,3195,40,1515 to 1430 cal BC,OxCal 3.10,IntCal13,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-50315,,Human bone (unburnt),Uncal: 3195±40; Cal: 1515 to 1430 cal BC,"Right femur of Sk I, corbelled cist "
80235,3085,40,1440 to 1210 cal BC,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-50320,,Human bone (unburnt),Uncal: 3085±40; Cal: 1440 to 1210 cal BC,Human bone from Neonate No. 80. From right & left petrous temporals 
60097,3360,50,1850-1520,,,Scottish Universities EnvironmentalResearch Centre,GU-3488,,Human bone (unburnt),Uncal: 3360±50; Cal: 1850-1520,Femur 
80269,3360,50,1856 to 1520 cal BC,OxCal 3.10,Not known,Scottish Universities EnvironmentalResearch Centre,GU-3488,,Human bone (unburnt),Uncal: 3360±50; Cal: 1856 to 1520 cal BC,Femur dated 
80258,3410,55,1750 to 1651 cal BC,OxCal 3.10,IntCal13,Scottish Universities EnvironmentalResearch Centre,GU-1174,,Pot residue,Uncal: 3410±55; Cal: 1750 to 1651 cal BC,"Organic residue on the pot (see Lelong 2018, table 8 for details of most recent calibration)"
80338,3460,45,1890-1630,OxCal 3.10,,Scottish Universities Environmental Research Centre,SUERC-815,,Human bone (cremated),Uncal: 3460±45; Cal: 1890-1630,Note there may be issues with the marine effect 
80339,3420,50,1880-1530,OxCal 3.10,IntCal13,Scottish Universities Environmental Research Centre,SUERC-816,,Human bone (cremated),Uncal: 3420±50; Cal: 1880-1530,Note possible issues with the marine effect 
80444,3475,35,1890-1730,,,Scottish Universities Environmental Research Centre,SUERC-5471,,Human bone (cremated),Uncal: 3475±35; Cal: 1890-1730,Cremated bone ate is slightly older than that from the pyre debris 
80445,3385,35,1769-1610,,,Scottish Universities Environmental Research Centre,SUERC-5472,,Charred grain/seed,Uncal: 3385±35; Cal: 1769-1610,"A piece of hazel charcoal (Sample 1) from a discrete, compressed deposit 006 on the stone slab base of a cist - slightly younger than the cremation "
80464,3750,60,2347 to 1973 cal BC,OxCal 3.10,Not known,"Groningen Accelerator, The Netherlands",GrA-21627,,Human bone (cremated),Uncal: 3750±60; Cal: 2347 to 1973 cal BC,Bio-apatite from cremated human bone with an urn-like pot with cramp and textile fragments in a cist
60226,3520,45,1960 to 1690 cal BC,Not known,Not known,Scottish Universities Environmental Research Centre,SUERC-817,,Human bone (cremated),Uncal: 3520±45; Cal: 1960 to 1690 cal BC,
80597,3620,50,2170 to 1880 cal BC,Not known,Not known,University of Texas,UT-1487,,Uncertain,Uncal: 3620±50; Cal: 2170 to 1880 cal BC,"fibres of plant material; UT-1487 (Urn fibres); 3620±50; 2170-1880 (95% confidence) (Dalland 1999, 406)"
60229,3530,40,1990 to 1750 cal BC,OxCal 3.10,Not known,University of Texas,UT-1484,,Human bone (unburnt),Uncal: 3530±40; Cal: 1990 to 1750 cal BC,"UT-1484 (Adult bones (inhumation)); 3530±40; 1990-1750 (95% confidence) (Dalland  1999, 406)"
60228,3620,50,2180-1900,OxCal 3.10,,University of Texas,UT-1487,,Waterlogged wood,Uncal: 3620±50; Cal: 2180-1900,Unburnt wood 
80600,2730,60,1000 to 800 cal BC,OxCal 3.10,Not known,University of Texas,UT-1560,,Uncertain,Uncal: 2730±60; Cal: 1000 to 800 cal BC,"Organic matting associated with cremation UT-1560 (Fibres over slate fragment); 2730±60; 1000-800 (95% confidence) (Dalland 1999, 406)"
80624,3320,50,1740-1490,OxCal 3.10,,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-51418,,Animal/bird bone,Uncal: 3320±50; Cal: 1740-1490,neonate lamb bones placed later as offering on inhumation feet
60240,3520,40,1950 to 1730 cal BC,Not known,Not known,"National Science Foundation Radiocarbon Facility University of Arizona, USA",AA-43651,,Human bone (unburnt),Uncal: 3520±40; Cal: 1950 to 1730 cal BC,Femur of female inhumation 
74380,2137,30,360 to 50 cal BC,Not known,IntCal04,Oxford Radiocarbon Accelerator Unit,OxA-18218,,Wood,Uncal: 2137±30; Cal: 360 to 50 cal BC,Ash wood from bucket staveSummarised in Garrow et al. (2009)
77664,2216,28,380 to 200 cal BC,Not known,IntCal04,Oxford Radiocarbon Accelerator Unit,OxA-17284,,Human bone (unburnt),Uncal: 2216±28; Cal: 380 to 200 cal BC,95.4% confidence.Human skull fragment from inhumation. Summarised in Garrow et al. (2009)
77623,2158,28,235 to 110 cal BC,Not known,IntCal04,Oxford Radiocarbon Accelerator Unit,OxA-17506,,Human bone (unburnt),Uncal: 2158±28; Cal: 235 to 110 cal BC,Human skull fragment from inhumation. Summarised in Garrow et al. (2009); Adams (2013)
30392,3610,60,2141 to 1774 cal BC,Not known,Not known,"Beta Analytic Radiocarbon Dating Lab, Miami",Beta-210124,,Charcoal (oak),Uncal: 3610±60; Cal: 2141 to 1774 cal BC,charcoal associated with cremation
50148,2880,80,1380 to 930 cal BC,Not known,Not known,Harwell,HAR-1492,,Human bone (cremated),Uncal: 2880±80; Cal: 1380 to 930 cal BC,cal date is mean of two C14 dates from this site
50148,2970,80,1380 to 930 cal BC,Not known,Not known,Harwell,HAR-1493,,Human bone (cremated),Uncal: 2970±80; Cal: 1380 to 930 cal BC,cal date is mean of two C14 dates from this site (two sigma)
80863,3094,40,1440 to 1210 cal BC,Not known,Not known,"Rafter Radiocarbon Lab (AMS), New Zealand",NZA-20102,,Charcoal (other specified type),Uncal: 3094±40; Cal: 1440 to 1210 cal BC,"OxCal version 3.9, 95% confidence level, Alder/Birch charcoal"
50011,3139,34,1520 to 1310 cal BC,Not known,Not known,University of Waikato,Wk-15116,,Human bone (cremated),Uncal: 3139±34; Cal: 1520 to 1310 cal BC,95% confidence
80932,3139,34,1520 to 1310 cal BC,Not known,Not known,University of Waikato,Wk 15116,,Human bone (cremated),Uncal: 3139±34; Cal: 1520 to 1310 cal BC,95% confidence
73508,4180,190,3347-2232,OxCal 3.10,,British Museum ,BM-249,,Human bone (unburnt),Uncal: 4180±190; Cal: 3347-2232,The standard deviation is quite bi here 
73556,3630,50,2140 to 1820 cal BC,Not known,Not known,British Museum,BM-2642,,Human bone (unburnt),Uncal: 3630±50; Cal: 2140 to 1820 cal BC,
81305,3630,60,2148-1876,,,British Museum,BM-2725,,Human bone (unburnt),Uncal: 3630±60; Cal: 2148-1876,
81307,3360,100,1920-1430,,,British Museum,BM-3028,,Human bone (unburnt),Uncal: 3360±100; Cal: 1920-1430,This date is very late. Was the Beaker curated? 
73596,3310,50,1694-1496,,,British Museum,BM-2853,,Human bone (unburnt),Uncal: 3310±50; Cal: 1694-1496,This is quite a late date for either Beaker or Food Vessel associations 
50325,3630,45,2065 to 1890 cal BC,Not known,Not known,British Museum,BM-2975,,Human bone (unburnt),Uncal: 3630±45; Cal: 2065 to 1890 cal BC,Date on burial 1
50325,3560,50,2100 to 2083 cal BC,Not known,Not known,British Museum,BM-2940,,Human bone (unburnt),Uncal: 3560±50; Cal: 2100 to 2083 cal BC,Date on burial 3
50325,3520,40,1965 to 1745 cal BC,Not known,Not known,British Museum,BM-2864,,Human bone (unburnt),Uncal: 3520±40; Cal: 1965 to 1745 cal BC,Date on burial 5
50325,3310,50,1694 to 1496 cal BC,Not known,Not known,British Museum,BM-2853,,Human bone (unburnt),Uncal: 3310±50; Cal: 1694 to 1496 cal BC,Date on burial 7
50549,3683,35,2200-1940 ,,,"Rafter Radiocarbon Lab (AMS), New Zealand",NZA-19641,,Human bone (unburnt),Uncal: 3683±35; Cal: 2200-1940 ,femur dated 
73628,3601,40,2120Ð1780 ,,,"Rafter Radiocarbon Lab (AMS), New Zealand",NZA-22735,,Human bone (unburnt),Uncal: 3601±40; Cal: 2120Ð1780 ,This is for the lower burial but the date is later than that for the up[per male adult (?curated bone)
73629,3743,40,2280Ð1980 ,,,"Rafter Radiocarbon Lab (AMS), New Zealand",NZA-22736,,Human bone (unburnt),Uncal: 3743±40; Cal: 2280Ð1980 ,This date is for the upper burial but it is older than the lower one by several generations 
81555,2150,150,310 to 200 cal BC,Not known,IntCal09,Harwell,HAR-1130,,Human bone (unburnt),Uncal: 2150±150; Cal: 310 to 200 cal BC,"95% confidenceSummarised in Adams (2013, 99)"
81412,2050,80,230 to 170 cal BC,Not known,Not known,Harwell,HAR-1129,,Human bone (unburnt),Uncal: 2050±80; Cal: 230 to 170 cal BC,95% confidenceINTCAL09
81746,2198,27,380 to 190 cal BC,OxCal 4.1,IntCal09,Oxford Radiocarbon Accelerator Unit,OxA-17507,,Animal/bird bone,Uncal: 2198±27; Cal: 380 to 190 cal BC,Pig bone placed around inhumation. 95% confidence. Summarised in Garrow et al. (2009); Jay et al. (2012)
81742,2145,20,360 to 100 cal BC,OxCal 4.1,IntCal09,"Salisbury, Rhodesia ",SR-6928,,Human bone (unburnt),Uncal: 2145±20; Cal: 360 to 100 cal BC,95% confidence. Human femur. Summarised in Garrow et al. (2009); Jay et al. (2012).
40565,2210,20,370 to 200 cal. BC,OxCal 4.1,IntCal09,"Salisbury, Rhodesia ",SR-6930,,Human bone (unburnt),Uncal: 2210±20; Cal: 370 to 200 cal. BC,95.4% confidence. Human femur. Summarised in Garrow et al. (2009); Jay et al. (2012)
81786,2146,26,360 to 190 cal BC,OxCal 4.1,IntCal09,Oxford Radiocarbon Accelerator Unit,OxA-17509,,Animal/bird bone,Uncal: 2146±26; Cal: 360 to 190 cal BC,Pig bone with inhumation burial. 95% confidence. Summarised in Garrow et al. (2009); Jay et al. (2012)
81792,2161,27,360 to 110 cal BC,Not known,IntCal04,Oxford Radiocarbon Accelerator Unit,OxA-17510,,Animal/bird bone,Uncal: 2161±27; Cal: 360 to 110 cal BC,Summarised in Garrow et al. (2009). 95% confidence. Pig bone directly associated with burial.
81789,2175,20,360 to 170 cal BC,Not known,IntCal04,"Salisbury, Rhodesia",SR-6929,,Human bone (unburnt),Uncal: 2175±20; Cal: 360 to 170 cal BC,British Museum dates summarised in Garrow et al. (2009) 95.4% confidence.
81799,3500,45,1981-1657,,,University of Washington,CAR-160,,Charcoal (unspecified),Uncal: 3500±45; Cal: 1981-1657,Charcoal not bone dated 
81801,3635,70,2202-1870,,,University of Washington,CAR-165,,Charcoal (unspecified),Uncal: 3635±70; Cal: 2202-1870,
81811,2110,80,260 to 200 cal BC,Not known,IntCal09,Harwell,HAR-1665,,Human bone (unburnt),Uncal: 2110±80; Cal: 260 to 200 cal BC,95% significance. Summarised in Adams (2013)
81813,2206,30,235 to 185 cal BC,Not known,IntCal09,Oxford Radiocarbon Accelerator Unit,OXA-14075,,Human bone (unburnt),Uncal: 2206±30; Cal: 235 to 185 cal BC,Summarised in Adams (2013)
81815,2140,80,240 to 160 cal BC,Not known,IntCal09,Harwell,HAR-2771,,Human bone (unburnt),Uncal: 2140±80; Cal: 240 to 160 cal BC,Summarised in Adams (2013); 95 % confidence
81817,2125,29,210 to 160 cal BC,Not known,IntCal09,Oxford Radiocarbon Accelerator Unit,OXA-14140,,Human bone (unburnt),Uncal: 2125±29; Cal: 210 to 160 cal BC,Summarised in Adams (2013)
81817,2145,27,210 to 160 cal BC,Not known,IntCal09,Oxford Radiocarbon Accelerator Unit,OXA-14206,,Human bone (unburnt),Uncal: 2145±27; Cal: 210 to 160 cal BC,Summarised in Adams (2013)
81553,1976,23,170 cal BC to cal AD 55,Not known,IntCal09,Heidelberger Akademie der Wissenschaften,Hd-29256,,Human bone (unburnt),Uncal: 1976±23; Cal: 170 cal BC to cal AD 55,95% significance Summarised in Adams (2013 table 4.1)
81828,2265,30,270 to 205 cal BC,Not known,IntCal09,Oxford Radiocarbon Accelerator Unit,OXA-14141,,Human bone (unburnt),Uncal: 2265±30; Cal: 270 to 205 cal BC,"95% significanceSummarised in Adams (2013, 99)"
81830,2210,28,255 to 200 cal BC,Not known,IntCal09,Oxford Radiocarbon Accelerator Unit,OXA-14108,,Human bone (unburnt),Uncal: 2210±28; Cal: 255 to 200 cal BC,"95% confidenceSummarised in Adams (2013, 99)"
30424,,,1920 to 1620 cal BC,,,"Beta Analytic Radiocarbon Dating Lab, Miami",Beta-186976,,Charcoal (oak),Uncal: ±; Cal: 1920 to 1620 cal BC,Oak charcoal from pyre material 
30394,3720,60,2290 to 1940 cal BC,Not known,Not known,"Beta Analytic Radiocarbon Dating Lab, Miami",Beta-186977,,Charcoal (unspecified),Uncal: 3720±60; Cal: 2290 to 1940 cal BC,charcoal from grave fill?
81836,2152,28,360 to 100 cal BC,OxCal 4.1,IntCal09,Oxford Radiocarbon Accelerator Unit,OxA-14112,,Human bone (unburnt),Uncal: 2152±28; Cal: 360 to 100 cal BC,British Museum dates summarised in Garrow et al (2009); Jay et al (2012). 95% confidence
81838,2227,30,390 to 200 cal BC,OxCal 4.1,IntCal09,Oxford Radiocarbon Accelerator Unit,OxA-14113,,Human bone (unburnt),Uncal: 2227±30; Cal: 390 to 200 cal BC,British Museum dates summarised in Garrow et al (2009); Jay et al (2012). 95% confidence
82027,3224,81,1689-1369,,,British Museum,BM-453,,Charcoal (unspecified),Uncal: 3224±81; Cal: 1689-1369,
82028,3257,80,1699-1388,,,British Museum,BM-455,,Charcoal (unspecified),Uncal: 3257±80; Cal: 1699-1388,
82350,2215,29,380 to 200 cal BC,OxCal 4.1,IntCal09,Oxford Radiocarbon Accelerator Unit,OxA-17286,,Human bone (unburnt),Uncal: 2215±29; Cal: 380 to 200 cal BC,Human arm bone from inhumation.  Summarised in Garrow et al. (2009)
82366,2172,29,370 to 110 cal BC,OxCal 4.1,IntCal09,Oxford Radiocarbon Accelerator Unit,OxA-17285,,Animal/bird bone,Uncal: 2172±29; Cal: 370 to 110 cal BC,Bone from articulated pig skeleton found within grave. Summarised in Garrow et al. (2009); Jat et al (2012).
82311,2225,30,390 to 190 cal BC,OxCal 4.1,IntCal09,Scottish Universities Environmental Research Centre,SUERC-26851,,Human bone (unburnt),Uncal: 2225±30; Cal: 390 to 190 cal BC,British Museum dates summarised in Garrow et al (2009); Jay et al (2012). 95% confidence
82127,2269,28,400 to 210 cal BC,OxCal 4.1,IntCal09,Oxford Radiocarbon Accelerator Unit,OxA-14107,,Human bone (unburnt),Uncal: 2269±28; Cal: 400 to 210 cal BC,Summarised in Jay et al. (2012); 95% confidence.
81986,2080,80,370 cal BC to cal AD 80,OxCal 4.1,IntCal09,Harwell,HAR-2777,,Human bone (unburnt),Uncal: 2080±80; Cal: 370 cal BC to cal AD 80,Summarised in Jay et al. (2012); 95% confidence
82266,2175,32,360 to 120 cal BC,OxCal 4.1,IntCal09,Oxford Radiocarbon Accelerator Unit,OxA-V-2124-51,,Human bone (unburnt),Uncal: 2175±32; Cal: 360 to 120 cal BC,Summarised in Jay et al. (2012); 95% confidence
83135,3170,80,1540 to 1360 cal BC,Not known,Not known,Harwell,HAR-10059,,Charcoal (unspecified),Uncal: 3170±80; Cal: 1540 to 1360 cal BC,95% confidence
83443,3030,110,1509 to 942 cal BC,OxCal 4.3,IntCal13,British Museum,BM-2180R,,Charcoal (unspecified),Uncal: 3030±110; Cal: 1509 to 942 cal BC,95.4% probability
83439,2960,100,1420 to 921 cal BC,OxCal 4.3,IntCal13,British Museum,BM-2179R,,Charcoal (unspecified),Uncal: 2960±100; Cal: 1420 to 921 cal BC,95.4% probability
83500,3100,50,1456 to 1227 cal BC,OxCal 4.3,IntCal13,British Museum,BM-1648N,,Charcoal (unspecified),Uncal: 3100±50; Cal: 1456 to 1227 cal BC,1150 +/- 50 bc93% probability
84127,5076,36,3950-3790,,,Oxford Radiocarbon Accelerator Unit,OxA-13733,,Human bone (unburnt),Uncal: 5076±36; Cal: 3950-3790,femur 
84128,4664,30,3520-3360,,,Oxford Radiocarbon Accelerator Unit,OxA-13749,,Human bone (unburnt),Uncal: 4664±30; Cal: 3520-3360,femur
84129,4760,31,3530-3360,,,Oxford Radiocarbon Accelerator Unit,OxA-13750,,Human bone (unburnt),Uncal: 4760±31; Cal: 3530-3360,
84130,4639,31,3520-3350,,,Oxford Radiocarbon Accelerator Unit,OxA-13751,,Human bone (unburnt),Uncal: 4639±31; Cal: 3520-3350,
84132,5101,39,3950-3790,,,Oxford Radiocarbon Accelerator Unit,OxA-16039,,Human bone (unburnt),Uncal: 5101±39; Cal: 3950-3790,
84135,5077,38,3950-3790,,,Oxford Radiocarbon Accelerator Unit,OxA-16040,,Human bone (unburnt),Uncal: 5077±38; Cal: 3950-3790,skull
84136,5077,38,3950-3790,,,Oxford Radiocarbon Accelerator Unit,OxA-16040,,Human bone (unburnt),Uncal: 5077±38; Cal: 3950-3790,skull
84140,4587,38,3500-3120,,,Oxford Radiocarbon Accelerator Unit,OxA-16038,,Human bone (unburnt),Uncal: 4587±38; Cal: 3500-3120,skull 
84142,4413,38,3330-2910,,,Oxford Radiocarbon Accelerator Unit,OxA-16041,,Human bone (unburnt),Uncal: 4413±38; Cal: 3330-2910,skull 
73608,3273,30,1620-1440,,,"Rafter Radiocarbon Lab (AMS), New Zealand",NZA-22740),,Human bone (unburnt),Uncal: 3273±30; Cal: 1620-1440,human bone fragments 
84187,3555,35,2015Ð1772,,,,UBA 22902,,Human bone (unburnt),Uncal: 3555±35; Cal: 2015Ð1772,tooth
50737,,,2200-1980,,,"Belfast, Northern Ireland",UB-12610,,Human bone (unburnt),Uncal: ±; Cal: 2200-1980,
84616,,,3795-3705 ,,,,,,,Uncal: ±; Cal: 3795-3705 ,
84617,,,3940-3760,,,,,,,Uncal: ±; Cal: 3940-3760,
84675,3590,46,2195-1776,,,Harwell,HAR-4424,,Wood,Uncal: 3590±46; Cal: 2195-1776,date from coffin - oak
84675,3358,70,1877-1498,,,Harwell,HAR-4995,,,Uncal: 3358±70; Cal: 1877-1498,Human long bone 
40132,3736,32,2213-2111,,,Scottish Universities Environmental Research Centre,SUERC-59187,,Human bone (unburnt),Uncal: 3736±32; Cal: 2213-2111,Rib
73903,,,3950-3350,,,,,,,Uncal: ±; Cal: 3950-3350,
85378,3073,49,1442 to 1208 cal BC,OxCal 4.3,IntCal13,British Museum,BM-871,,Charcoal (oak),Uncal: 3073±49; Cal: 1442 to 1208 cal BC,BM-871 (Oak charcoal from pit fill) 95.4% confidence
85379,3139,50,1507 to 1276 cal BC,OxCal 4.3,IntCal13,British Museum,BM-873,,Charcoal (oak),Uncal: 3139±50; Cal: 1507 to 1276 cal BC,BM-873 (Oak charcoal from upper and lower pit fill)
85380,3128,52,1502 to 1264 cal BC,OxCal 4.3,IntCal13,British Museum,BM-872,,Charcoal (oak),Uncal: 3128±52; Cal: 1502 to 1264 cal BC,BM-872 (Oak charcoal from pit fill) 95.4% confidence
85382,3134,34,1497 to 1301 cal BC,Not known,Not known,British Museum,BM-875,,Charcoal (oak),Uncal: 3134±34; Cal: 1497 to 1301 cal BC,BM-875 (Oak charcoal from pit fill) 95.4% confidence
85385,3118,52,1500 to 1260 cal BC,OxCal 4.3,IntCal13,British Museum,BM-876,,Charcoal (oak),Uncal: 3118±52; Cal: 1500 to 1260 cal BC,BM-876 (Oak charcoal from pit fill) 95.4% confidence
85388,3052,40,1416 to 1210 cal BC,OxCal 4.3,IntCal13,British Museum,BM-874,,Charcoal (oak),Uncal: 3052±40; Cal: 1416 to 1210 cal BC,BM-874 (Oak charcoal from upper pit fill)
85409,,,2284-2038,,,,,,,Uncal: ±; Cal: 2284-2038,
84307,2554,47,810 to 540 cal BC,OxCal 4.3,IntCal13,British Museum,BM-692,,Uncertain,Uncal: 2554±47; Cal: 810 to 540 cal BC,"Fill of Urn G42, 95.4% probability"
20209,3200,90,1668 to 1260 cal BC,OxCal 4.3,IntCal13,"National Physics Laboratory, Middlesex",NPL-216,,Uncertain,Uncal: 3200±90; Cal: 1668 to 1260 cal BC,95.4% probability
20206,3200,90,1688 to 1260 cal BC,OxCal 4.3,IntCal13,"National Physics Laboratory, Middlesex",NPL-216,,Uncertain,Uncal: 3200±90; Cal: 1688 to 1260 cal BC,95.4% confidence
85640,3022,19,1400 to 1210 cal BC,Not known,Not known,Oxford Radiocarbon Accelerator Unit,OxA-12730,,Human bone (cremated),Uncal: 3022±19; Cal: 1400 to 1210 cal BC,Combined/Baysian modelled date from OxA-12493; OxA-12730; GrA23636; GrA-23697 taken from a combination of cremated bone and oak charcoal from the urn fills
85985,3044,25,1395 to 1222 cal BC,OxCal 4.3,IntCal13,"Rafter Radiocarbon Lab (AMS), New Zealand",NZA-30924,,Human bone (cremated),Uncal: 3044±25; Cal: 1395 to 1222 cal BC,95.4% confidence
86178,2160,70,382 to 46 cal BC,OxCal 4.3,IntCal13,Harwell,HAR-9661,,Human bone (unburnt),Uncal: 2160±70; Cal: 382 to 46 cal BC,95.4% confidence
86187,2985,35,1380 to 1089 cal BC,OxCal 4.3,IntCal13,Scottish Universities Environmental Research Centre ,SUERC-16818,,Human bone (unburnt),Uncal: 2985±35; Cal: 1380 to 1089 cal BC,95.4% confidence
86296,2098,27,191 to 49 cal BC,OxCal 4.3,IntCal13,Oxford Radiocarbon Accelerator Unit,OxA-12095,,Human bone (unburnt),Uncal: 2098±27; Cal: 191 to 49 cal BC,95.4% significance
86320,3386,29,1747 to 1621 cal BC,OxCal 4.3,IntCal13,Oxford Radiocarbon Accelerator Unit,OxA-26372,,Human bone (cremated),Uncal: 3386±29; Cal: 1747 to 1621 cal BC,95.4% confidence
86326,3066,28,1412 to 1260 cal BC,OxCal 4.3,IntCal13,Oxford Radiocarbon Accelerator Unit,OxA-26369,,Human bone (cremated),Uncal: 3066±28; Cal: 1412 to 1260 cal BC,95.4% confidence
86871,3390,45,1778-1603,,,British Museum,BM-2189,,Charcoal (oak),Uncal: 3390±45; Cal: 1778-1603,Heart oak no more than 25-40 yrs old 
86875,3570,40,2028-1867,,,British Museum,BM-2326,,Charcoal (oak),Uncal: 3570±40; Cal: 2028-1867,Short life oak -heart (25-40 yrs old)
86883,3210,45,1611 to 1410 cal BC,Not known,Not known,British Museum,BM-2190,,Charcoal (oak),Uncal: 3210±45; Cal: 1611 to 1410 cal BC,Heartwood oak 
87317,3430,80,1950-1530,,,Oxford Radiocarbon Accelerator Unit,OxA-822,,Charcoal (oak),Uncal: 3430±80; Cal: 1950-1530,
