GID_ref,HER_reference_ID,HER_reference_type,Reference_type,Authors,Year,Main_title,Editors,Edited_volume_title,Journal_title,Journal_volume,Monograph_series_details,Start_page,End_page,Publisher,Place_of_publication,Report_no,OASIS_no,DOI,URL,Date_accessed
30316,,Desc. Text,Unknown,"Wilson, J. C.",1983,The Standing Stones of Anglesey: A Discussion,,Bulletin of the Board of Celtic Studies,,,Bulletin of the Board of Celtic Studies,,,,,,,,,
30317,,Desc. Text,Unknown,"Wilson, J. C.",1983,The Standing Stones of Anglesey: A Discussion,,Bulletin of the Board of Celtic Studies,,,Bulletin of the Board of Celtic Studies,,,,,,,,,
30318,,Desc. Text,Unknown,"Wilson, J. C.",1983,The Standing Stones of Anglesey: A Discussion,,Bulletin of the Board of Celtic Studies,,,Bulletin of the Board of Celtic Studies,,,,,,,,,
30319,,Desc. Text,Unknown,"Wilson, J. C.",1983,The Standing Stones of Anglesey: A Discussion,,Bulletin of the Board of Celtic Studies,,,Bulletin of the Board of Celtic Studies,,,,,,,,,
30320,,Mention,Journal Article,"Wynn, F. G.",1876,Discovery of Human Remains at a Farm Near Clynnog,,,Archaeologia Cambrensis,7 (Series 4),,,,,,,,,,
30321,,Mention,Unknown,"Wynne Foulkes, W.",1852,"Tumuli, Merionethshire",,Archaeologia Cambrensis,,,Archaeologia Cambrensis,,,,,,,,,
30322,,Mention,Journal Article,"Wynne Foulkes, W.",1852,"Tumuli, Merionethshire II",,,Archaeologia Cambrensis,3 (Series 2),,98,99,,,,,,,
30323,,Mention,Journal Article,"Wynne Foulkes, W.",1874,Tumuli Meirionethshire - Tomen Pentref,,,Archaeologia Cambrensis,5 (Series 4),,,,,,,,,,22/01/2018
30324,,Mention,Unknown,,1849,Proceedings of the Society of Antiquaries Ireland,,,,,Proceedings of the Society of Antiquaries Ireland,,,,,,,,,
30325,,Mention,Unknown,,1869,Journal of the Ethnological Society of London,,,,,Journal of the Ethnological Society of London,,,,,,,,,
30326,,Mention,Unknown,,1870,Holyhead Meeting Report,,Archaeologia Cambrensis,,,Archaeologia Cambrensis,,,,,,,,,
30327,,Mention,Unknown,,1871,Archaeologia Cambrensis,,,,,Archaeologia Cambrensis,,,,,,,,,
30328,,Mention,Unknown,,1872,Demolished Cromlechs in Lleyn,,Archaeologia Cambrensis,,,Archaeologia Cambrensis,,,,,,,,,
30329,,Mention,Unknown,,1873,Archaeologia Cambrensis,,,,,Archaeologia Cambrensis,,,,,,,,,
30330,,Mention,Unknown,,1874,Cir Ferthyr,,Archaeologia Cambrensis,,,Archaeologia Cambrensis,,,,,,,,,
30331,,Mention,Journal Article,Anon,1875,Miscallaneous Notes - Dinas Mawddwy,,,Archaeologia Cambrensis,6 (Series 4),,,,,,,,,,
30332,,Mention,Journal Article,Anon,1875,,,,Archaeologia Cambrensis,6 (Series 4),,,,,,,,,https://journals.library.wales/view/2919943/3000879/108#?cv=108&m=152&h= Ffrwd yr Hebog OR&c=0&s=0&xywh=-471%2C-1172%2C3022%2C3913,22/01/2018
30333,,Mention,Unknown,,1897,Archaeologia Cambrensis,,,,,Archaeologia Cambrensis,,,,,,,,,
30334,,Desc. Text,Unknown,,1920,Transactions of the Honourable Society of Cymmrodorion,,,,,Transactions of the Honourable Society of Cymmrodorion,,,,,,,,,
30335,,Desc. Text,Unknown,,1956,Bulletin of the Board of Celtic Studies,,,,,Bulletin of the Board of Celtic Studies,,,,,,,,,
30336,,Mention,Unknown,,1958,The Archaeological News Letter,,,,,The Archaeological News Letter,,,,,,,,,
30337,,Mention,Unknown,,1974,Bulletin of the Board of Celtic Studies,,,,,Bulletin of the Board of Celtic Studies,,,,,,,,,
30338,,Mention,Unknown,,1981,Ancient Monuments List Wales,,,,,,,,,,,,,,
30339,61817,Report,Report,,1993,A5 Anglesey Improvements Stage 1: West of Llanfairpwllgwyngyll to A5114 Nant Turnpike,,,,,,,,,,GAT Report No. 070,,,GAT_Reports/GATreport_070_compressed.pdf,
30340,,Mention,Unknown,,1994,Tre'r Ceiri,,Archaeology in Wales,,,Archaeology in Wales,,,,,,,,,
72446,,,Journal Article,"Dent, J.S.",1978,Wetwang Slack ,,,Current Archaeology ,61,,,,,,,,,,
72447,,,Journal Article,"Bedo, G.",1873,"Roman remains discovered around Faversham, Co. Kent",,,Reliquary,13,,141,147,,,,,,,
72448,,,Journal Article,"Manby, T.G.",1963,The excavation of Willerby Wold long barrow ,,,Proceedings of the Prehistoric Society ,29,,173,205,,,,,,,
72449,,,Book,"Smith, C.",1871,A Catalogue of Anglo-Saxon and other Antiquities,,,,,,,,Eyre and Spottiswoode,London,,,,,
72450,,,Unpublished (Unspecified),Royal Museum Canterbury,,Accessions Book Royal Museum Canterbury,,,,,,,,,,,,,,
72453,,,Journal Article,"Ince, A.",1928,Pedestal-urns in Kent,,,The Antiquaries Journal,8(1),,93,94,,,,,doi:10.1017/S000358150005767X,,06/10/2017
72454,,,Journal Article,"Winbolt, S.",1925,Pre-Roman Finds at Folkestone,,,The Antiquaries Journal,5(1),,63,67,,,,,,,
72455,,,Book,"Andrews, P.; Biddulph, E.; Hardy, A.",2011,"Settling the Ebbsfleet Valley: Highspeed 1 Excavations at Springhead and Northfleet, Kent: The Late Iron Age, Roman, Saxon and Medieval Landscape. Volume 1: The Sites.",,,,,,,,Oxford Wessex Archaeology,Oxford,,,,,
72456,,,Book,"Winbolt, S.",1925a,"Roman Folkestone: A Record of Excavation of Roman villas at East Wear Bay, with Speculations and Historical Sketches on Related Subjects",,,,,,,,Methuen &. Co. Ltd.,London,,,,,
72457,,,Journal Article,"Stebbing, W.",1936,Discoveries in the neighbourhood of Deal during 1936,,,Archaeologia Cantiana,48,,,,,,,,,,
72458,,,Book,"Parfitt, K.",1995,"Iron Age burials from Mill Hill, Deal. ",,,,,,,,British Museum Press,London,,,,,
72460,,,Journal Article,"Ogilvie, J.; Dunning, G.",1967,"A Belgic burial group at Sholden, near Deal; and a Belgic tazza from Mill Hill, Upper Deal",,,Archaeologia Cantiana,82,,221,226,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.082 - 1967/page v + vi contents.htm,27/06/2017
72461,,,Journal Article,"Payne, G.",1915,Researches and discoveries in Kent 1912-1915: Deal district,,,Archaeologia Cantiana,31,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.031.1915/page v + vi contents.htm,03/07/2017
72462,,,Journal Article,"Hurd, H.",1909,"On a Late-Celtic village near Dumpton Gap, Broadstairs",,,Archaeologia,61,,427,435,,,,,,,
72464,,,Journal Article,"Parfitt, K.",1998,"A Late Iron Age Burial from Chilham Castle, near Canterbury, Kent",,,Proceedings of the Prehistoric Society,64,,343,351,,,,,doi:10.1017/S0079497X00002279,,04/07/2017
72465,,,Book,"Booth, P.; Champion, T.; Foreman, S.; Garwood, P.; Glass, H.; Munby, J.; Reynolds, A.",2011,On Track: The Archaeology of High Speed 1 Section 1 in Kent,,,,,Oxford Wessex Archaeology Monograph 4,,,Oxford Wessex Archaeology,Oxford,,,,https://library.thehumanjourney.net/2809/,29/09/2017
72472,,,Report,"Mckinley, J.",2006,"Human Remains from Section 1 of the Channel Tunnel Rail Link, Kent",,,,,CTRL Schemewide Specialist Report Series ,,,London and Continental Railways,,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/site_list.cfm?CFID=ea74d071-a9a4-494e-bf24-3287fbb7325a&CFTOKEN=0,12/07/2017
72473,,,Journal Article,"Tester, P.; Bing, H.",1949,"The first century urn - field at Cheviton, near Folkestone",,,Archaeologia Cantiana,62,,21,47,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.062%20-%201949/pages%20021-036/page%20021-036.htm,07/07/2017
72474,,,Journal Article,"Philp, B.",1998,"Roman town discovered at Ashford, Kent",,,Kent Archaeological Review,133,,57,65,,,,,,,
59000,SKE6461,Unpublished document,Unpublished (Unspecified),,,OS Card / NAR index entry,,,,,,,,,,,,,,
59001,SKE4430,Bibliographic reference,Unknown,,,"Field report for monument TQ 85 NW 11 - December, 1961",,,,,,,,,,,,,,
59002,SKE17616,Unpublished document,Report,Canterbury Archaeological Trust,2004,"Interim Report on Excavations at 'Eden Roc', Bay Hill, St Margaret's-at-Cliffe, 2004",,,,,,,,,,,,,,
59003,SKE5941,Bibliographic reference,Unknown,,,"Field report for monument TR 34 SE 2 - May, 1964",,,,,,,,,,,,,,
59004,SKE18183,Unpublished document,Report,Canterbury Archaeological Trust,2004,"Assessment of Excavations at Eden Roc, Bay Hill, St Margarets at Cliffe, 2004",,,,,,,,,,,,,,
59005,SKE16490,Unpublished document,Report,"Allen, M.",2006,Dating prehistoric to early medieval activity in Kent; a review of the radiocarbon dating,,,,,CTRL Integrated Site Report Series ,,,London and Continental Railways ,,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/reference.cfm,06/10/2017
59006,SKE16508,Unpublished document,Report,Wessex Archaeology,2001,Little Stock Farm (ARC LSF99) Post Excavation Assessment Report,,,,,,,,,,,,,,
59007,SKE6911,Unpublished document,Report,Wessex Archaeology,1999,Channel Tunnel Rail Link Archaeological Evaluation at Little Stock Farm,,,,,,,,,,,,,,
59008,SKE16509,Unpublished document,Report,Oxford Wessex Archaeology Joint Venture,2006,"The prehistoric settlement at Little Stock Farm, Mersham, Kent: CTRL Integrated Site Report Series",,,,,,,,,,,,,,
59009,SKE6909,Unpublished document,Report,Wessex Archaeology,1999,Channel Tunnel Rail Link Archaeological Excavation at Little Stock Farm,,,,,,,,,,,,,,
59010,SKE6985,Unpublished document,Report,Oxford Archaeological Unit,1999,"Hurst Wood, Charing Heath, Kent Strip, Map and Sample Archaeological Works Interim Report Final",,,,,,,,,,,,,,
59011,SKE6986,Unpublished document,Report,Wessex Archaeology,1997,"Archaeological Evaluation at Hurst Wood, Charing Heath, Kent. Channel Tunnel Rail Link",,,,,,,,,,,,,,
59012,SKE16471,Unpublished document,Report,Oxford Archaeological Unit,2001,"Hurst Wood, Charing Heath, Kent: Detailed Archaeological Works Assessment Report",,,,,,,,,,,,,,
59013,SKE6987,Unpublished document,Report,Wessex Archaeology,1997,"Archaeological Evaluation at Hurst Wood, Charing Heath, Kent. CTRL Interim Report",,,,,,,,,,,,,,
59014,SKE16486,Unpublished document,Report,Oxford Wessex Archaeology Joint Venture,2005,The Later Prehistoric Pottery from Excavations Along Section 1 of the CTRL,,,,,,,,,,,,,,
59015,SKE13371,Unpublished document,Report,CgMs Consulting,2008,"Report on the Archaeological Strip, Map and Record Excavation of the A249 Iwade Bypass to Queenborough Improvement, Isle of SheppeyStrip, Map and Record Excavation ",,,,,,,,CgMs Consulting,London,,,,,
59016,SKE16555,Unpublished document,Report,Oxford Wessex Archaeology Joint Venture,2005,The Late Prehistoric Pottery from Excavations Along Section 1 of the CTRL,,,,,,,,,,,,,,
59017,SKE16368,Unpublished document,Report,"Hayden, C.",2006,"The Prehistoric Landscape at White Horse Stone, Aylesford, Kent",,,,,CTRL Integrated Site Report Series ,,,Oxford Wessex Archaeology,Oxford,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/whsisr/downloads.cfm?CFID=ea74d071-a9a4-494e-bf24-3287fbb7325a&CFTOKEN=0,12/07/2017
72493,,,Report,"Barclay, A.; Booth, P.; Edwards, E.; Mepham, L.; Morris, E.",2006,"Ceramics from Section 1 of the Channel Tunnel Rail Link, Kent",,,,,CTRL Specialist Report Series ,,,London and Continental Railways,,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/reference.cfm,12/07/2017
72495,,,Report,"Fell, V.; Keys, L.; Shaffrey, R.",2006,"Small Finds from White Horse Stone, Aylesford, Kent ",,,,,CTRL Specialist Report Series ,,,London and Continental Railways,,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/whsisr/index.cfm?CFID=ea74d071-a9a4-494e-bf24-3287fbb7325a&CFTOKEN=0,12/07/2017
72496,,,Report,"Witkin, A.",2006,"The Human Remains from White Horse Stone, Aylesford, Kent ",,,,,CTRL Schemewide Specialist Report Series ,,,London and Continental Railways,,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/whsisr/index.cfm?CFID=ea74d071-a9a4-494e-bf24-3287fbb7325a&CFTOKEN=0,12/07/2017
72497,,,Report,"Morris, E.",2006,"The Late Prehistoric Pottery from White Horse Stone, Pilgrim’s Way, Boarley Farm and Boarley Farm West, Boxley, Kent",,,,,CTRL Schemewide Specialist Report Series ,,,London and Continental Railways,,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/whsisr/index.cfm?CFID=ea74d071-a9a4-494e-bf24-3287fbb7325a&CFTOKEN=0,13/07/2017
72498,,,Report,"Giorgi, J.",2006,"The Plant Remains from White Horse Stone, Pilgrim’s Way and Boarley Farm, Aylesford and Boxley, Kent ",,,,,CTRL Schemewide Specialist Report Series ,,,London and Continental Railways,,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/whsisr/index.cfm?CFID=ea74d071-a9a4-494e-bf24-3287fbb7325a&CFTOKEN=0,13/07/2017
72499,,,Journal Article,"Walker, P.; Bathurst, R.; Richman, R.; Gjerdrum, T.; Andrushko, V.",2009,The causes of porotic hyperostosis and cribra orbitalia: A reappraisal of the iron-deficiency-anemia hypothesis,,,Americal Journal of Physical Anthropology,139,,109,125,,,,,doi:10.1002/ajpa.21031,,06/10/2017
72500,,,Journal Article,"Gollop, A.; Mason, S.",2005,Tothill Street,,,Kent Archaeology Society Newsletter,65 (Summer),,2,3,,,,,,,
72501,,,Report,"Cotton, J.",2011,"Prehistoric and Roman settlement at Tothill Street, Minster in Thanet, Kent",,,,,,,,Museum of London Archaeology,London,,,,https://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=5&ved=0ahUKEwjJmJiagp_VAhUKIsAKHfunAWwQFghAMAQ&url=http%3A%2F%2Fwww.kentarchaeology.org.uk%2F10%2F042.pdf&usg=AFQjCNGaSZ0JtH2mZ2477weFndefLks3rA&cad=rja,23/07/2017
72502,,,Report,"Trevarthen, M.",2013,"Excavation of later prehistoric remains and a Roman cemetery at East Hill, Dartford, 2006",,,,,,,,Wessex Archaeology,Salisbury,,,https://doi.org/10.5284/1030484,http://archaeologydataservice.ac.uk/archives/view/greylit/details.cfm?id=24634,13/07/2017
72503,,,Book,"Allen, T., Bates, A.; Collins, J. ",2012,A Road Through the Past: Archaeological Discoveries on the A2 Pepperhill to Cobham Road-scheme in Kent,,,,,Oxford Archaeology Monograph 16,,,Oxford,Oxford Archaeology,,,,,
72504,,,Book,"Booth, P.; Bingham, A.; Lawrence, S.; Biddulph, E.; Scott, I. ",2008,"The Roman Roadside Settlement at Westhawk Farm, Ashford, Kent: Excavations 1998-9",,,,,Oxford Archaeology Monograph 2,,,Oxford Archaeology ,Oxford,,,,,
72505,,,Book,"Stevenson, J.",2013,"Living by the Sword: The Archaeology of Brisley Farm, Ashford, Kent",,,,,Spoilheap Monograph 6,,,Spoilheap Publications,Brighton,,,,,
72506,SHU12091,,Book,"Stead, I., Lang, J.; Cartwright, C.",2006,British Iron Age Swords and Scabbards,,,,,,,,British Museum,London,,,,,
72507,,,Unpublished (Unspecified),"Manby, T. G.",,Letter (T G Manby 29.8.57),,,,,,,,,,,,,,
72508,,,Book,"Andrews, P.; Booth, P.; Fitzpatrick, A.; Welsh, K.",2015,Digging at the Gateway. Archaeological Landscapes of South Thanet: The Archaeology of East Kent Access (Phase II),,,,,Oxford Wessex Archaeology Monograph 8,,,Oxford Wessex Archaeology,Oxford,,,,,
72510,,,Report,"Riddler, I., McKinley, J.; Skittrell, S.",2006,"The prehistoric, Roman and Anglo-Saxon funerary landscape at Saltwood Tunnel, Kent: The Grave Catalogue ",,,,,CTRL Integrated Site Report Series,,,Oxford Wessex Archaeology Joint Venture ,Oxford Wessex Archaeology Joint Venture ,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/sltisr/downloads.cfm?CFID=ea74d071-a9a4-494e-bf24-3287fbb7325a&CFTOKEN=0,21/07/2017
72512,,,Journal Article,Canterbury Archaeological Trust,2008,Interim reports on recent work carried out by the Canterbury Archaeological Trust,,,Archaeologica Cantiana,128,,216,219,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/128-2008/Contents.htm,21/07/2017
72513,,,Journal Article,DELETE,,,,,Transactions of the East Riding Antiquarian Society ,25,,,,,,,,,,
72514,,,Report,"Powell, A.",2015,"Archaeological Discoveries along the Farningham to HadlowGas Pipeline, Kent",,,,,,,,Wessex Archaeology,Salisbury,,,,http://www.kentarchaeology.org.uk/10/00.htm,24/07/2017
72515,,,Journal Article,"Allen, M.; Leivers, M.; Ellis, C.",2008,"Neolithic Causewayed enclosures and later prehistoric farming: duality, imposition and the role of predecessors at Kingsborough,Isle of Sheppey, Kent, UK",,,Proceedings of the Prehistoric Society,74,,232,322,,,,,doi:10.1017/S0079497X00000207,,26/09/2017
72516,,,Journal Article,"Randall Davis, A.",1920,"Researches and Discoveries in Kent, 1915-1919: Folkestone",,,Archaeologia Cantiana,34,,155,157,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.034 - 1920/page v + vi contents.htm,26/07/2017
72517,,,Journal Article,"Parsons, A.",1957,"Researches and discoveries in Kent: Orpington Historical Records Society Report, 1956",,,Archaeologia Cantiana,71,,239,240,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.071 - 1957/page v + vi contents.htm,26/07/2017
72518,,,Report,"Bray, D.",2014,"South Lees Farm, Minster-on-Sea, Sheppey, Kent: Archaeological Watching Brief",,,,,,,,Thames Valley Archaeological Services Ltd.,Reading,SMS14/18,,,https://www.google.co.uk/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwi274WA56vVAhUrLsAKHfj8BQsQFggtMAE&url=http%3A%2F%2Ftvas.co.uk%2Freports%2Fpdf%2FSMS14-18wb.pdf&usg=AFQjCNEfGFfqx_zksO33yjZtRRd4goprVw,28/07/2017
72519,,,Book,"Philp, B.",2014,Discoveries and Excavations Across Kent: Digging Up the Past!,,,,,Kent Monograph Series 12,,,Kent Archaeological Rescue Unit,Dover,,,,,
72520,,,Journal Article,"Greenwell, W.",1890,"Recent researches in barrows in Yorkshire, Wiltshire, Berkshire etc.",,,Archaeologia,52,,1,72,,,,,,,
72521,,,Journal Article,"Farley, J.; Parfitt, K.; Richardson, A.; Antoine, D.; Pope, R.; Sparey-Green, C.",2014,"A Late Iron Age helmet burial from Bridge, near Canterbury, Kent",,,Proceedings of the Prehistoric Society,80,,379,388,,,,,http://dx.doi.org/10.1017/ppr.2014.5,,31/07/2017
72522,,,Journal Article,"Ward Perkins, J.",1944,"Excavations on the Iron Age Hillfort of Oldbury, near Ightham, Kent",,,Archaeologia,90,,127,176,,,,,,,
72523,,,Book,"Avery, M",1993,Hillfort Defences of Southern Britain,,,,,BAR British Series 231 (i)-(iii),,,Tempus Reparatum,Oxford,,,,,
72524,,,Journal Article,"Hedges, J.",1978-80,Short ciists recently excavated at Lower Ellibister and other locations in Orkney,,,Proceedings of the Society of Antiquaries of Scotland ,110,,44,71,,,,,,http://archaeologydataservice.ac.uk/archiveDS/archiveDownload?t=arch-352-1/dissemination/pdf/vol_110/110_044_071.pdf,16/08/2017
72525,,,Journal Article,"Thompson, I.",1978,The 'Belgic' cemetery at Allington,,,Archaeologia Cantiana,94,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.094%20-%201978/page%20v%20+%20vi.htm,16/08/2017
72526,,,Journal Article,"Barber, J., Duffy, A. & O'Sullivan, J.",,"The excavation of two Bronze Age burial cairns at Bu Farm, Rapness, Westray, Orkney",,,Proceedings of the Society of Antiquaries of Scotland,126,,103,120,,,,,,,
72527,,,Journal Article,"Murphy, E.; Gregory, R.; Simpson, D. ",2004,"Post-Beaker period death and burial at Northton, Isle of Harris, Scotland ",,,Environmental Archaeology ,9.2,,163,171,,,,,,,18/08/2017
72529,,,Unpublished (Unspecified),"Lamb, R.",1981,"Investigation of a Short Cist with Cremation Burial at Blomuir, Holm, Orkney",,,,,,,,"Unpublished typewritten manuscript, copy in SMR ",,,,,,
72530,,,Journal Article,"Duffy, P.",2005,"The excavation of a mound and three cist burials at Ferndale, Rendall, Orkney ",,,Scottish Archaeological Internet Report ,16,,1,20,,,,,,http://archaeologydataservice.ac.uk/archiveDS/archiveDownload?t=arch-310-1/dissemination/pdf/sair16.pdf,21/08/2017
72531,,,Journal Article,"Sharman, P.",2008,"Excavation of a Bronze Age funerary site at Loth Road, Sanday, Orkney ",,,SAIR,25,,,,,,,,,Sharman 2008; http://archaeologydataservice.ac.uk/archives/view/sair/contents.cfm?vol=25 ,22/08/2017
72532,,,Report,"Innes, L.",2016,"The cist on the foreshore at Lopness, Sanday, Orkney",,,,,,,,GUARD Archaeology Limited,Glasgow,19,,,http://archaeologyreportsonline.com/reports/2016/ARO19.html,10/05/2019
72533,,,Journal Article,"Corcoran, J.",1952,Tankards and tankard handles of the British Early Iron Age,,,Proceedings of the Prehistoric Society,18,,85,102,,,,,https://doi.org/10.1017/S0079497X00018533,,18/09/2017
72536,,,Journal Article,"Pyke, J.; Ward, C.",1975,A Middle Bronze Age burial at Otford,,,Archaeologia Cantiana,91,,185,187,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.091%20-%201975/page%20v%20+%20vi%20contents.htm,20/09/2017
72537,,,Journal Article,"Holt-White, R.",1907,The discovery of gold bracelets near Crayford,,,The Antiquary,3 (4),,126,128,,,,,,https://ezproxy-prd.bodleian.ox.ac.uk:7316/docview/6967226?accountid=13042,20/09/2017
72538,,,Book,"Taylor, J.",1980,Bronze Age Goldwork of the British Isles,,,,,,,,Cambridge University Press,Cambridge,,,,,
72539,,,Journal Article,"Hook, D.; Needham, S.",1990,A comparison of recent analyses of British Late Bronze Age goldwork with Irish parallels,,,Jewellery Studies,3,,,,,,,,,,
72540,,,Journal Article,"Cruse, R.; Harrison, A.",1983,"Excavation at Hill Road, Wouldham",,,Archaeologia Cantiana,99,,81,108,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.099%20-%201983/page%20v%20+%20vi%20Contents%20pages.htm,20/09/2017
72541,,,Journal Article,"Grove, L.",1952,The Whiteheath excavations,,,Archaeologia Cantiana,65,,160,166,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.065 - 1952/page v + vi contents.htm,21/09/2017
72542,,,Journal Article,"Kelly, D.",1976,Archaeological notes from Maidstone Museum: Hollingbourne,,,Archaeologia Cantiana,92,,232,233,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.092%20-%201976/page%20v%20+%20vi%20contents.htm,
72543,,,Journal Article,"Bradshaw, J.",1965,"Late Bronze Age barrow, Boughton Aluph",,,Archaeologia Cantiana,80,,258,258,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.080 - 1965/page v + vi contents.htm,21/09/2017
72544,,,Journal Article,"Grinsell, L.",1992,The Bronze Age round barrows of Kent,,,Proceedings of the Prehistoric Society,58,,355,384,,,,,doi:10.1017/S0079497X00004229,,21/09/2017
72545,,,Journal Article,"Bradshaw, J.",1968,Investigations and excavations during the year,,,Archaeologia Cantiana,83,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.083 - 1968/page v + vi contents.htm,21/09/2017
72546,,,Journal Article,"Bradshaw, J.",1966,Report for 1966,,,Archaeologia Cantiana,81,,,,,,,,,,
72547,,,Journal Article,"Pretty, E.",1863,,,,Archaeologia Cantiana,5,,41,44,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/005-1863/page%20v%20+%20vi.htm,21/09/2017
72548,,,Journal Article,,1911,,,,Proceedings of the Society of the Antiquaries of London,24,,,,,,,,,,
72549,,,Journal Article,"MacPherson-Grant, N.",1980,Archaeological work along the A2: 1966 to 1974. Part 1: The Late Bronze and Early Iron Age sites,,,Archaeologia Cantiana,96,,133,184,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.096%20-%201980/page%20vii+%20viii%20Contents%20pages.htm,21/09/2017
72550,,,Journal Article,"Otlet, R.; Walker, A.",1979,Harwell Radiocarbon Measurements III,,,Radiocarbon,21(3),,358,383,,,,,doi:10.1017/S0033822200004549,,25/09/2017
72551,,,Journal Article,"Stebbing, D.",1937,"Archaeology in Kent, 1936",,,Archaeologia Cantiana,48,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.048 - 1936/page v + vi contents.htm,22/09/2017
72552,,,Journal Article,"Stebbing, D.",1937,Bucket-urns found near Deal,,,Antiquaries Journal,17(1),,73,75,,,,,,,
72553,,,Pamphlet,"Hurd, H.",1911,Some notes on recent archaeological discoveries at Broadstairs,,,,,,,,Broadstairs Printing and Publishing Company Ltd.,Broadstairs,,,,https://archive.org/details/b2247481x,22/09/2017
72554,,,Journal Article,"Piggott, C.",1949,A Late Bronze Age hoard from Blackrock in Sussex and its significance,,,Proceedings of the Prehistoric Society,15,,107,121,,,,,doi:10.1017/S0079497X0001923X,,22/09/2017
72555,,,Journal Article,"Hawkes, C.",1942,The Deverel Urn and the Picardy Pin: A Phase of Bronze Age Settlement in Kent,,,Proceedings of the Prehistoric Society,8,,26,47,,,,,doi:10.1017/S0079497X00020193,,22/09/2017
72556,,,Journal Article,"Payne, G.",1897,Researches and discoveries in Kent 95-6,,,Archaeologia Cantiana,22,,,,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/Vol.022 - 1897/page v + vi contents.htm,22/09/2017
72557,,,Report,"Morris, E.",2006,"The late prehistoric pottery from Tutt Hill, Westwell, Kent ",,,,,,,,Oxford Wessex Archaeology,Oxford,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/cerspr/downloads.cfm?volume=LATresearch&CFID=9fba6ee6-d291-4b36-bf35-9677b5e983e5&CFTOKEN=0,25/09/2017
72559,,,Journal Article,"Perkins, D.; Boast, E.; Wilson, T.; MacPherson-Grant, N.",1988,"Kent International Business Park, Manston: Excavations and Evaluations 1994-1997, Report 1",,,Archaeologia Cantiana,118,,217,256,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/118-1998/Contents.htm,25/09/2017
72560,,,Book,"Diack, M.",2006,"A Bronze Age Settlement at Kemsley, near Sittingbourne, Kent",,,,,Canterbury Archaeological Trust Occasional Paper 3,,,Canterbury Archaeological Trust,Canterbury,,,,,
72561,,,Report,"Keily, J.",2006,"Small Finds from Whitehill Road, Longfield and New Barn, Kent (Archaeological Zones 1 and 2)",,,,,,,,Oxford Wessex Archaeology,Oxford,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/whrisr/,26/09/2017
72562,,,Report,"White, B.",2006,"Human remains from Whitehill Road Barrow, Longfield and New Barn, Kent",,,,,,,,Oxford Wessex Archaeology,Oxford,,,https://doi.org/10.5284/1000230,http://archaeologydataservice.ac.uk/archives/view/ctrl/whrisr/,26/09/2017
72563,,,Journal Article,"Moody, G.; MacPherson Grant, N.; Anderson, T.",2010,"Later Bronze Age cremation at West Cliff, Ramsgate",,,Archaeologia Cantiana,130,,147,172,,,,,,http://www.kentarchaeology.org.uk/Research/Pub/ArchCant/130-2010/Contents.htm,26/09/2017
