GID,GID_gg,HER_finds_ID,Object_category,HER_object_montype,HER_object_findtype,Object_type_code,Object_type,Object_type_specific,Object_description,Metalwork_phase,Object_completeness,Object_condition,Object_orientation,Object_body_relationship,Object_placement_broad,Object_placement_specific,Decorated_object,Old_object,Materials_summary,Related_GID_hr,Current_museum_location,Museum_accession_number,PAS_ID,PAS_URL,Related_Event_ID
10077,76442,,Pot,,,167,Pot,Trevisker,Four other urns were also found in this cist but were destroyed when the capstone collapsed on them so did not survive and are not described in detail. They are Trevisker style ,N/a,Unknown,Unknown,Unknown,Indirect,In chamber/cist,In cist ,,,Pottery,73410,Unknown,,,,1270
10077,76443,,Pot,,,167,Pot,Trevisker,Four other urns were also found in this cist but were destroyed when the capstone collapsed on them so did not survive and are not described in detail. They are Trevisker style ,N/a,Unknown,Unknown,Unknown,Indirect,In chamber/cist,In cist accompanying cinerary urn?,,,Pottery,73410,Unknown,,,,1270
10077,76444,,Pot,,,167,Pot,Trevisker,Four other urns were also found in this cist but were destroyed when the capstone collapsed on them so did not survive and are not described in detail. They are Trevisker style ,N/a,Unknown,Unknown,Unknown,Indirect,In chamber/cist,In cist ,,,Pottery,73410,Unknown,,,,1270
10077,76445,,Pot,,,167,Pot,Trevisker,Four other urns were also found in this cist but were destroyed when the capstone collapsed on them so did not survive and are not described in detail. They are Trevisker style ,N/a,Unknown,Unknown,Unknown,Indirect,In chamber/cist,In cist ,,,Pottery,73410,Unknown,,,,1270
10078,76449,,Pot,,,167,Pot,Trevisker,Smashed Trevisker urn (damaged by flagpole erection),N/a,Fragment(s),Unknown,Unknown,Direct,Container of body,,,,Pottery,73412,Unknown,,,,1271
10078,76450,,Other,,,225,Assemblage,,Several beach cobbles - unspecified how many; placed in cist. Likely unworked ,N/a,Complete,Unknown,Unknown,Indirect,In chamber/cist,In cist ,,,Stone (Uncertain/Unspecified),73412,Unknown,,,,1271
10078,76451,,Flint tool,,,97,Flake,,Worked flints in cist (unspecified number) ,N/a,Unknown,Unknown,Unknown,Indirect,In chamber/cist,In cist ,,,Chert / Flint [Flint],73412,Unknown,,,,1271
10080,76453,,Pot,,,170,Pot,Urn (Unknown/Unspecified),Sherds of Bronze Age pottery with charred material and cremated bone - disturbed ,N/a,Fragment(s),Unknown,Unknown,Unknown,Unknown,,,,Pottery,73414,Unknown,,,,1272
10081,76454,,Pot,,,152,Pot,Food Vessel,"Unusual Food Vessel type.Patchett 1952: 57. E.13. <it were associated a cremation and theexceptionally fine flint spear-head or dagger illustrated of Middle Bronze Age date.The shape of the food-vessel is uncommon. It is biconical and has only a thickening or very slightly defined cordon where grooves  enerally occur. The base is thick, rising to the centre and in some places pinched, the vessel being asymmetrical in outline, the internal bevel is narrow. The great height above the cordon recalls the vessel from Bushmills, Dublin.2 The nearest analogies are a food vessel from Arghfarrel and Ridgeway Hill, Dorset.4 The paste is thick and very heavy containing a large amount of rather small grit. The surface is rough and of a texture common in Cornwall at the end of the Middle Bronze Age. In colour it varies from red to brown and has a black core. The decoration is of fingernail impressions arranged in columns from rim to base, with deliberate breaks in the design stressing a probable Irish origin. The nail marks have obviously been made by a small hand with very long nails. This form of ornament, without parallel in  ornwall, is found both in Scotland and Ireland. One food-vessel from Darnhalls, Peebleshire, has horizontal nail marks while on one from Muirkirk they are in columns. Though the form of the Pentire Glaze pot suggests the urn complex, the overall decoration and thick walls put it among food vessels.>154mm tall and 180mm mouth diameter",N/a,Complete,Unknown,Unknown,Indirect,Secondary association,Accompanying the cremation rather than containing it is more likely from description,,,Pottery,73415,Royal Cornwall Museum,,,,1273
10081,76455,,Weaponry,,,84,Dagger (Unknown/Unspecified),,Exceptional flint dagger - a most unusual grave good for Cornwall and in 1952 was unique for this county,N/a,Complete,Unknown,On side,Unknown,Unknown,Associated with the cremation and Food Vessel ,,,Chert / Flint [Flint],73415,Royal Cornwall Museum,,,,1273
10084,76456,,Pot,,,167,Pot,Trevisker,"Patchett 1946: F7Food Vessel type with decoration and two handles ; hybrid vessel with signs of Deverel-Rimbury influence. Well made & fired and red paste Gunwalloe I (F7) is much larger and has a weakened outline and developed base.The handles are large and the decoration of twisted cord. Actually it is more reminiscent of the earlier type, but its rim profile is late and it was undoubtedly deposited at the same period as the other two. Its paste is identical with that of no. 2. All three contained cremated human bones mixed with those of three birds, a toad and a small animal, with traces of metal.Urns upright in a small cist of large slabs in a barrow.A flat stone on mouth of each urn.. Horizontal chevrons in a 3-cord plait between horizontal lines on upper third of body.241mm tall and 82mm diameter",N/a,Complete,Unknown,Upright,Direct,Container of body,,,,Pottery,73416,Royal Cornwall Museum,A.369,,,1274
10084,76457,,Pot,,,167,Pot,Trevisker,Patchett 1946: F8Well made and fine paste - red clay. Globular in shape with 4 small knobs and incised decor of rather confused chevrons. Four small unperforated lugs. Badly executed incised chevrons between horizontal lines165mm tall and 55mm r diam,N/a,Complete,Unknown,Upright,Direct,Container of body,,,,Pottery,73417,Royal Cornwall Museum,A.369a,,,1274
10084,76458,,Pot,,,167,Pot,Trevisker,Patchett 1946: F9Transition tyoe. Poorly made and poorly fired - grey and rough (compared to the other two in this cist which are well made)Squat tub-shaped with very wide mouth and baseTwo small vertically perforated lugs. Small barrel shaped and broad base. Very poorly made and rough and very carelessly executed incised chevrons. 150mm tall and 77mm rim diameter ,N/a,Complete,Unknown,Upright,Direct,Container of body,,,,Pottery,73418,Royal Cornwall Museum,A.369b,,,1274
10084,76459,,Other,,,225,Assemblage,,"The cist also contained the unburnt bones of a young rabbit, three birds and a toad . Hencken (932: 95-6) suggests this can be compared with a grave near Copenhagen which supposedly contained a wizard and also had bird claw & snake tail end. Theses are recorded as an assemblage given the uncertainty about their provenance.",N/a,Unknown,Unknown,Unknown,Indirect,In grave fill,Young rabbit bones in cist ,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],73416,Unknown,,,,1274
10084,76462,,Unknown,,,211,Unknown Object,,Traces of copper staining on bones of one individual - pyre good?,N/a,Fragment(s),Burnt,Unknown,Direct,Unknown,Copper staining on some of the bone - burnt metal pyre good ,,,Bronze/Cu Alloy (Uncertain/Unspecified),73416,Royal Cornwall Museum,,,,1274
10086,76465,,Pot,,,152,Pot,Food Vessel,"Small Food VesselPatchett 1952: E.15, p 58Avercromby Type IV. Coarse and heavy paste and light brown in colour. Decoration comprises seven concentric rows, deeply impressed, resembling cord but made with stamp of small triangular teeth. FV (Aberc type IV)15 cm tall w/ 7 concentric rows of impressed cord comb dec on neck/shoulder (E15)150mm tall and 140mm mouth diameter ",N/a,Complete,Unknown,Inverted,Direct,Alongside body,Within larger inverted urn alongside body,,,Pottery,73420,Royal Cornwall Museum,,,,1281
10086,76466,,Pot,,,167,Pot,Trevisker,"Large bucket bi-handled shaped urn; handles on carin (F21). Inverted with FV inside it also invertedPatchett 1952: 62-63 <This bucket-shaped urn was found with the little food-vessel E.15 (fig. 4). It is of a somewhat clumsy shape with an uneven outline. The out-turned rim with a lightly defined internal bevel is a feature on many Late Bronze urns in Cornwall and but for the carination at handle level, a hangover from biconical urns of earlier date, this urn would be in Class G. The handles have a rather peculiar outline standing out boldly from the body. The paste is dark cored, containing fine grit with only a few larger pebbles and is of Late Bronze Age type. In colour it is pale brown with a smooth surface that may have been slipped. Close parallel with Creen F.19.",N/a,Complete,Unknown,Inverted,Direct,Alongside body,Contains smaller Food Vessel and placed next to the degraded human bones ,,,Pottery,73420,Royal Cornwall Museum,,,,1281
10086,76467,,Tool,,,217,Whetstone ,,elongated whetstone that Patchett says displays a Wessex connection beside pots Made of local stone - quite worn ,N/a,Complete,Worn,On side,Unknown,Other,Placed next to pot ,,,Stone (Uncertain/Unspecified),73420,Royal Cornwall Museum,,,,1281
10088,76468,,Pot,,,167,Pot,Trevisker,Inverted urn - possibly a Food Vessel. In cist - some bone spilled out ; no further info on pot dec. Not drawn or recorded - likely Trevsker vessel though ,N/a,Complete,Unknown,Inverted,Direct,Container of body,,,,Pottery,73421,Unknown,,,,1282
10088,76469,,Pot,,,167,Pot,Trevisker,Inverted urn - possibly a Food Vessel. In cist - some bone spilled out ; no further info on pot dec. Not drawn or recorded - likely Trevsker vessel though ,N/a,Complete,Unknown,Inverted,Direct,Container of body,,,,Pottery,73422,Unknown,,,,1282
10088,76470,,Weaponry,,,84,Dagger (Unknown/Unspecified),,Found nearby the two urns but not in the pots. Found in the middle of the barrow and fragmentary; pyre good then thrown into barrow? IT was described as asword by Borlase that had been put on pyre and broken up and then into barrow. It forms 3 largish slightly burnt pieces of a dagger,N/a,Fragment(s),Unknown,On side,Indirect,In grave fill,Near but now with the two cremations,,,Bronze/Cu Alloy [Bronze],"73421, 73422",Unknown,,,,1282
10090,76471,,Pot,,,157,Pot,Miniature/Pygmy Vessel,"Mini Cornish CU 10cm tall with chevron dec on collar; 2 lugs (Aber cromby 1912: fig 444). with cremation Patchett 1946: 48. F.10. Broad bucket shape with pinched shape. Cordon below handles. Two small perforated handles. Single twist. Impressed cord in vertical and slanting lines between horizontal lines, also on bevel.It is 86mm tall and 120mm rim diameter ",N/a,Complete,Unknown,Upright,Direct,Container of body,,,,Pottery,73423,Royal Cornwall Museum,,,,1283
10090,76472,,Animal bone,,,1,Animal Bone (Other),,"burnt bird bones found in urn with cremation - food/ pyre good?Or symbolic association Note that at least three siotes had urns with bird bones - Bosvargus, Gunwalloe and Chykarne (Hencken compares this with Copenhagen burial tradition)",N/a,Unknown,Burnt,On side,Direct,Mixed with body parts,Inpot with the child,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],73423,Unknown,,,,1283
10095,76473,,Other,,,99,Floral Offering,,Spray (offering of oak) or pyre debris ,N/a,Unknown,Unknown,Unknown,Direct,Mixed with body parts,In urn with cremation - could just be well-preserved pyre debris ,,,Wood [Oak],73424,Unknown,,,,379
10095,76474,,Weaponry,,,82,Dagger,Flat Riveted,"The Rosecliston finds constitute a 'dagger-grave' beneath some kind of barrow. The cremation of an adult male, accompanied by pyre material, was associated with an extremely worn bronze(?) dagger of atypical form, perhaps related to the Harlyn Barrow III dagger and of mid- or late Wessex date; and an urn which is an outstanding example of the former Patchett Class B ribbon-handled group. The urn, linked by its decorative motifs with Urn I from the nearby Liskey barrow, a barrow which independently may be of early Wessex date, possesses a number of Longworth's primary traits and may thus be early within its own class. These considerations suggest a date no later than Wessex II - on present thinkng, the fifteenth century B.C. for the Rosecliston finds, cremation and barrowKnife-dagger. Dagger is 80mm long and apparently very worn according to Dudley and Thomas. Said to be of atypical form but may be realted to Camerton-Snowshill types. Dudley and Thomas 1965: 11 <It has the remains of a tapering, roughly triangular blade, of uncertain length since at no point does the original perimeter survive, a shallow midrib which expands slightly at the top of the blade, and an expanded heel whose original shape is lost. There are two widely-spaced rivets, each about 6 mm. in diameter and thus to be classed as 'broad' or 'thick'. The metal is presumably bronze. There are no signs of any grooves or lines parallel to the original edges of the blade.>Note however that Jones and Quinnell (2013: 171) state that <The blade is in poor condition and much of the edge is missing. Although it was suggested (Dudley & Thomas 1965) to have become worn at the time of burial, what is left of the blade suggests that it was  symmetrical and so not significantly worn when buried>",N/a,Almost complete,Worn,On side,Direct,On top of body,,,,Bronze/Cu Alloy [Bronze],73424,Royal Cornwall Museum,,,,379
10095,76475,,Pot,,,167,Pot,Trevisker,"Large Biconical urn, ribbon handled, early of its kind and set on soft clay lying on a slab of shillet.382mm tall and 406mm rim diameter; base is 125mm diameter Dudley and Thomas 1965: 12 <stabbing or linear impression. Oblique cord-impressions appear on the inner bevel of the everted rim. The  ecorative scheme, confined to the upper part of the urn, reads downwards as follows; three (confused) horizontal lines of cord, a band of ornament consisting of columns of vertical chevrnns  vprtiral linps and a w J J ' single horizontal line of cord. There is then a narrow band of oblique linear impressions, three further rows of horizontal cord-impressions, a band of oblique parallel cord-impressed lines, and a final single cord-impressed horizontal line. The two diametrically opposed ribbon-handles fit into this scheme by having overall horizontalcord-impressed lines on them. It will be observed that there is a deliberate scheme of patterning, which could be summarised as; 3 lines, band of cord-ornament, 1 line/band of stabbing/3 lines, band of cord-ornament, 1 line>",N/a,Complete,Unknown,Inverted,Direct,Container of body,,,,Pottery,73424,Unknown,,,,379
10096,76476,,Pot,,,142,Pot,Collared Urn,One of three urns placed together in cist Thiis is 127mm by 120mm in height and rim diameter This is a miniature Collared Urn type with two rows of stab decoration . Possibly contained a child as it is such a small vessel,N/a,Complete,Unknown,Unknown,Direct,Container of body,,,,Pottery,73425,Unknown,,,,1284
10096,76477,,Pot,,,157,Pot,Miniature/Pygmy Vessel,One of three urns placed together in cist Thiis is 110mm tall by 100mm in rim diameter Collared Urn style vessel ,N/a,Complete,Unknown,Unknown,Direct,Container of body,,,,Pottery,73426,Unknown,,,,1284
10096,76478,,Pot,,,167,Pot,Trevisker,Small trevisker vessel full of cremated bones.One of three in a cist ,N/a,Complete,Unknown,Unknown,Direct,Container of body,,,,Pottery,73427,Unknown,,,,1284
10097,76479,,Pot,,,167,Pot,Trevisker,Large ribbon handled urn 508mm tall and 405mm rim diameter and full of ashes. UprightIt had a crack down one side - possibly ancient,N/a,Almost complete,Damaged,Upright,Direct,Container of body,,,,Pottery,73428,Unknown,,,,1438
10100,76480,,Pot,,,167,Pot,Trevisker,"The urn, preserved in Truro Museum was smashed before removal, but the pieces recovered show it to be approx 56cm high with a maximum diameter of 43cm, being of deep brown, almost black fabric. It had stood upright on a clean earth floor surrounded by quartz or spar stones on the west side of the barrow. Amongst the stones was found half a smooth water-worn pebble with transverse scratches, suggested to be a strike-a-light. Black 2 handled urn w/ chevrons 56cm tall & 43cm wide sat upright on floor, surrounded by qtz pebblesPatchett B.11: large ribbon-handled urn Spar stones had been placed around the urn as props and to fill in the space. The paste was fairly firm but crumbled easily and has a smooth unglazed surface. The colour is a deep brown almost black. The decoration was made by pressing a close three-stranded plait of rushes or fine throngs on the clay while it was soft. The design is in regular very sharp horizontal chevrons to half-way down thehandles, outlined by two horizontal lines with two lines on the rim. The inner bevel has the horizontal chevrons, the handles five or six lines. The bones inside the interior had been burnt and were mixed with ashesThe contents were black and oily with bits of white projecting. ",N/a,Complete,Unknown,Upright,Direct,Container of body,,,,Pottery,73429,Royal Cornwall Museum,,,,1285
10100,76481,,Other,,,225,Assemblage,,Quartz pebbles or spar stones carefully placed round urn as packing stones Note symbolism of quartz (purity/ fire/ heat) etc ,N/a,Complete,Unknown,Upright,Indirect,In grave fill,Packed around the urn ,,,Quartz/Quartzite,73429,Unknown,,,,1285
10100,76482,,Tool,,,197,Spindle Whorl,, triangular holed stone thought to be a poss spindle whorl; 10cm x 7.6 x 2cm thick in beside cremation ,N/a,Complete,Unknown,On side,Indirect,In grave fill,PLaced in association with cremation ,,,Stone (Uncertain/Unspecified),73429,Royal Cornwall Museum,,,,1285
10100,76483,,Unknown,,,219,Worked Stone,,Smooth water-worn pebble scratched on one face - strike a light? - possibly from cairn material but NB had been flattened so may have been associated with cremation originally ,N/a,Complete,Used,Unknown,Missing,In grave fill,Found out of context in levlled barrow ,,,Stone (Uncertain/Unspecified),,Royal Cornwall Museum,,,,1285
10101,76484,,Flint tool,,,97,Flake,,27 worked flints recovered ,N/a,Unknown,Unknown,Unknown,Indirect,In grave fill,In pit fill and around = disturbed ,,,Chert / Flint [Flint],73430,Unknown,,,,380
10101,76485,,Unknown,,,219,Worked Stone,,a cupped stone - possibly nutcracker,N/a,Unknown,Worn,Unknown,Indirect,In grave fill,In disturbed pit fill ,,,Stone (Uncertain/Unspecified),73430,Unknown,,,,380
10101,76486,,Tool,,,217,Whetstone ,,3 whetstones found with disturbed burial in pit ,N/a,Unknown,Unknown,Unknown,Indirect,In grave fill,In grave fill ,,,Stone (Uncertain/Unspecified),73430,Unknown,,,,380
10215,76487,,Pot,,,167,Pot,Trevisker,Base of  cist were mixed cord-ornamented sherdsof Trevisker II type - barrel shaped container? Only partial vessel ,N/a,Fragment(s),Damaged,Unknown,Indirect,In chamber/cist,In cist ,,,Pottery,73431,Royal Cornwall Museum,,,,399
10103,76488,,Pot,,,172,Pot (Unknown/Unspecified),,Broken pot - described as a cinerary urn ,N/a,Fragment(s),Unknown,Unknown,Direct,Mixed with body parts,Mixed with cremated bones,,,Pottery,73432,Unknown,,,,1290
10104,76489,,Pot,,,142,Pot,Collared Urn,"Decorated Collared urn with chevron patterns. This is the outer vessel encasing the plain inner one. Note that Longworth (1984: 165) has misinterpreted what Borlase (1872: 209) said. One urn was not inverted over the other upright urn. Rather he plain smaller vessel was actually encased and contained within the larger decorated vessel. This is possibly a unique position. Both were upright.Two unperforated lugs Biconical Collared urn w/ chevron dec on collar with  Barrel urn with lugs inserted inside 218mm tall and 210mm diameter Longworth 1984: 165, 180. pl 76j. Primary Series SE style 1A. Twisted cord on collar & twisted cord hurdle on neck. Patchett D.5",N/a,Complete,Unknown,Inverted,Direct,Container of body,"Contains not only the cremation but also the smaller urn is slotted into this one, also containing cremated bones ",,,Pottery,73434,Penzance Museum,PH5,,,1439
10104,76490,,Pot,,,142,Pot,Collared Urn,"Barrel type derived Collared Urn  with lugs inserted inside a Biconical Collared urn; plain two cut off unperforated lugs 216mm tall and 175mm diameter Longworth 1984: 165, 181. pl 76k. Primary Series SE style 1A. Undecorated Patchett D.6",N/a,Unknown,Unknown,Inverted,Direct,Container of body,Contained inside the larger decorated urn and also with cremated bone ,,,Pottery,73433,Penzance Museum,PH5,,,1439
10104,76491,,Pot,,,167,Pot,Trevisker,Larger Trevisker urn 0 230mm tall and 196mm diameter.Not kept  ,N/a,Complete,Unknown,Upright,Direct,Container of body,,,,Pottery,73435,Unknown,,,,1439
10106,76492,,Pot,,,167,Pot,Trevisker,"Collared-like urn with 4 small pierced knobs; inverted on stone and  enclosed by stones; 30cm & chevrons. The urn contained the poor cremation of a small adult and two flint flakes, and was associated with other flakes and pebbles. The urn had been tightly enclosed by the slabs, and its base had been removed possibly to allow the cremation deposit to be poured into it. The sloping stone in the centre of the barrow was surrounded by ashes and charred wood, and beneath it was a cartload of ashes. Two flint flakes were found within these.Although one could argue for truncation of base by plough etc, this urn was placed very far down in mound and was sealed by a undisturbed capstone so could not have lost its base from plough Did they forget to put the cremated bone into the urn and then could not get it back out as it was tightly packed? So had to cut off base as it was inverted?? Or to allow soul escape from the hole 305mm tall (but base missing) and 228mm diameter Patchett 1946: C.5. Very primitive paste and badly fired. Four handles high up and horizontal chevrons. Brown colour. Decor also on handles ",N/a,Almost complete,Damaged,Inverted,Direct,Container of body,,,,Pottery,73436,British Museum,,,,1293
10106,76493,,Flint tool,,,97,Flake,,2 chipped flints inside urn with cremation  (note another two were found just outside it) Both are sharp flint flakes ,N/a,Complete,Fresh,Unknown,Direct,Mixed with body parts,In urn with cremation ,,,Chert / Flint [Flint],73436,Unknown,,,,1293
10106,76494,,Flint tool,,,97,Flake,,Two flkes in cist outside the urn ,N/a,Unknown,Fresh,Unknown,Indirect,In chamber/cist,In cist but outside the urn ,,,Chert / Flint [Flint],73436,Unknown,,,,1293
10109,76498,,Pot,,,167,Pot,Trevisker,Biconical Urn w/ slight carination - Beaker derived 150mm tall and 55mm diameterDecoration - trellis work and vertical lines ,N/a,Complete,Unknown,Upright,Direct,Container of body,,,,Pottery,73439,Royal Cornwall Museum,,,,1295
10110,76500,,Flint tool,,,22,Arrowhead (Unknown/Unspecified),,One of two flint arrowheads with cremation ,N/a,Unknown,Unknown,On side,Direct,Mixed with body parts,,,,Chert / Flint [Flint],73440,Royal Cornwall Museum,,,,382
10110,76501,,Flint tool,,,22,Arrowhead (Unknown/Unspecified),,One of two flint arrowheads with cremation ,N/a,Unknown,Unknown,On side,Direct,Mixed with body parts,With cremation ,,,Chert / Flint [Flint],73440,Royal Cornwall Museum,,,,382
10110,76502,,Pot,,,152,Pot,Food Vessel,Shattered FV  biconical urn from central cairn area with crem- Food Vessel . Owoc (2000: 295-7) suggests that this was delibertely broken as part of the funerary ritual ,N/a,Fragment(s),Damaged,On side,Indirect,In grave fill,In stake circle associated with female cremation and possibly deliberately smashed as part of the funerary ritual ,,,Pottery,73440,Royal Cornwall Museum,,,,382
73916,76503,,Pot,,,152,Pot,Food Vessel,Enlarged Food vessel  with a cremation placed on ground surface in secondary phase (in the third stake ring) ,N/a,Almost complete,Unknown,Upright,Direct,Alongside body,Next to cremation ,,,Pottery,73441,Royal Cornwall Museum,,,,382
10111,76504,,Pot,,,167,Pot,Trevisker,Pierced lug and cord-impressed decoration Trevisker urn Pot contained degenerate fats as residue and possibly also beeswax. It is thought that this pot may have contained mead. Miniature cup with single handle. 110mm tall and 100mm diameter. Slight carination. Cord-impressed chevrons framed by 2 horizontal bands above and below it; all over body are vertically-placed cord impressed chevrons or running zigzagsUnder burnt slate and upper part slightly crushed. Pot on side and filled with residue Classed as Group 1. Slightly scorched (as was the slate lying on top of it). Very hot ashes poured ,N/a,Complete,Burnt,On side,Direct,Alongside body,Surrounded by ashes and bone and patches of burning ; likely accompanied rather than contained cremation ,,,Pottery,73442,Unknown,,,,383
10111,76505,,Tool,,,197,Spindle Whorl,,"Holed stone , thought to be a possible spindle whorl. Just next to pot P7",N/a,Complete,Unknown,Unknown,Direct,Mixed with body parts,Beside cremation and pot ,,,Stone (Uncertain/Unspecified),73442,Unknown,,,,383
10111,76506,,Other,,,100,Food Residue,,Pot contained degenerate fats as residue and possibly also beeswax. It is thought that this pot may have contained mead. ,N/a,Unknown,Unknown,Unknown,Indirect,Secondary association,In pot with residue ,,,Organic  (Uncertain/Unspecified),73442,Unknown,,,,383
40001,76509,,Chariot/horse gear,,,64,Chariot/Cart,,Arras (Stead 1979) Grave A1: Objects: wood: cart;,N/a,Unknown,Unknown,Unknown,Direct,Unknown,,,,"Iron, Wood (Uncertain/Unspecified)",40000,Unknown,,,,
40001,76510,,Chariot/horse gear,,,65,Chariot/Cart Fitting (Unknown/Unspecified/Set),,"Arras (Stead 1979) Grave A1: Objects: iron: cart fittings (14) (on upper/lower torso, around body);biographical details: The 2 terrets that survived are not an exact pairNB since the 'cart fittings' clearly also included 'horse gear' a separate object record is made here to represent the horse fittings.",N/a,Unknown,Unknown,Unknown,Direct,Torso,,,,Iron,40000,Unknown,,,,
40001,76511,,Animal bone,,,11,Animal Joint/Part,Head,"Arras (Stead 1979) Grave A1: Objects: iron: animal bone: pig (skull) (x2) (on or by the head),",N/a,Unknown,Unknown,Unknown,Direct,Head,,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],40000,Unknown,,,,
40001,76512,,Animal bone,,,11,Animal Joint/Part,Head,"Arras (Stead 1979) Grave A1: Objects: iron: animal bone: pig (skull) (x2) (on or by the head),",N/a,Unknown,Unknown,Unknown,Direct,Head,,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],40000,Unknown,,,,
40001,76513,,Animal bone,,,3,Animal Burial (Specified type),,Arras (Stead 1979) Grave A1: Objects: iron: animal bone: horse (burial XX?) (x2) (around the body),N/a,Unknown,Unknown,Unknown,Direct,Alongside body,around the body,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],40000,Unknown,,,,
40001,76514,,Animal bone,,,3,Animal Burial (Specified type),,Arras (Stead 1979) Grave A1: Objects: iron: animal bone: horse (burial XX?) (x2) (around the body),N/a,Unknown,Unknown,Unknown,Direct,Alongside body,around the body,,,Bone/Antler/Horn/Ivory/Tooth (Animal) [Bone],40000,Unknown,,,,
40001,76515,,Chariot/horse gear,,,112,Horse Gear (Unknown/Unspecified/Set),,"Arras (Stead 1979) Grave A1: Objects: iron: cart fittings (14) (on upper/lower torso, around body);biographical details: The 2 terrets that survived are not an exact pairNB since the 'cart fittings' clearly also included 'horse gear' a separate object record is made here to represent the horse fittings.",N/a,Unknown,Unknown,Unknown,Direct,Torso,,,,Iron,40000,Unknown,,,,
73897,76516,,Jewellery,,,35,Bracelet/Bangle (Specified type),,"Arras (Stead 1979) Grave A10: Objects: cu-alloy: bracelet with abutting terminals (type 2)<BM description>: Bronze ribbed bracelet, open. Notched on one side, with the notches marking out groups of three ribs.",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,Y,,Bronze/Cu Alloy [Copper Alloy],74461,British Museum,"18,800,802.14",,,
73898,76517,,Jewellery,,,35,Bracelet/Bangle (Specified type),,Arras (Stead 1979) Grave A11: Objects: cu-alloy: bracelet with abutting terminals (type 2),N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],74462,Unknown,,,,
73899,76518,,Jewellery,,,35,Bracelet/Bangle (Specified type),,Arras (Stead 1979) Grave A12: Objects: cu-alloy: bracelet with overlapping terminals (type 3) (on arm),N/a,Unknown,Unknown,Unknown,Direct,Arms,,,,Bronze/Cu Alloy [Copper Alloy],73444,Unknown,,,,
73899,76519,,Jewellery,,,15,Anklet,,Arras (Stead 1979) Grave A12: Objects: anklet (on calves),N/a,Unknown,Unknown,Unknown,Direct,Legs,,,,Bronze/Cu Alloy [Copper Alloy],73445,Unknown,,,,
73900,76520,,Jewellery,,,39,Bracelet/Bangle (Unknown/Unspecified),,Arras (Stead 1979) Grave A13: Objects: cu-alloy: bracelet (type not specified),N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],74463,Unknown,,,,
73901,76521,,Jewellery,,,30,Bead(s),,Arras (Stead 1979) Grave A14: Objects: stone: jet ring;BM findsNB catalogued in BM as jet bead,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Jet/Lignite/Shale/Coal [Jet],74464,British Museum,"18,800,802.14",,,
73902,76522,,Jewellery,,,179,Ring (Hand/Toe/Ear),Ring (Finger),Arras (Stead 1979) Grave A15: Objects: cu-alloy: finger ring,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],74465,Unknown,,,,
73903,76523,,Jewellery,,,177,Ring (Hand/Toe/Ear),,Arras (Stead 1979) Grave A16: Objects: cu-alloy: ring (type not specified) ,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Bronze/Cu Alloy [Copper Alloy],74466,Unknown,,,,
73904,76524,,Other,,,182,Rivet,,"Arras (Stead 1979) Grave A17: Objects: cu-alloy: rivetbiographical details: Rivet, contained pieces of lead and was presumably used as repair for something (Stead 1979: 86)BM finds description: Copper alloy rivet with a large head, which passes through a small piece of lead sheet. Presumably the whole was once used as a repair for another object.",N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,"Bronze/Cu Alloy [Copper Alloy], Lead",74467,British Museum,"18,800,802.14",,,
73905,76525,,Tool,,,197,Spindle Whorl,,Arras (Stead 1979) Grave A18: Objects: stone: spindlewhorl (stone type not specified),N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Stone (Uncertain/Unspecified),74468,Unknown,,,,
73906,76526,,Pot,,,172,Pot (Unknown/Unspecified),,Arras (Stead 1979) Grave A19: Objects: ceramic: sherds; biographical details: Sherds were part of one pot (Stead 1979: 83).,N/a,Unknown,Unknown,Unknown,Missing,Unknown,,,,Pottery,74469,Unknown,,,,
73907,76527,,Chariot/horse gear,,,64,Chariot/Cart,,Arras (Stead 1979) Grave A2: Objects: wood: cart;,N/a,Unknown,Unknown,Unknown,Direct,Unknown,,,,Wood (Uncertain/Unspecified),73446,Unknown,,,,1481
73907,76529,,Jewellery,,,35,Bracelet/Bangle (Specified type),,Arras (Stead 1979) Grave A2: Objects: cu-alloy: bracelet (1) (on body),N/a,Unknown,Unknown,Unknown,Direct,On top of body,,,,Bronze/Cu Alloy [Copper Alloy],73446,Unknown,,,,1481
