Site_ID,PGGP_event_ID,HER_event_ID,HER_event_type,Event_type,Event_name,Event_description,Event_summary,Event_start,Event_end
59003,853,EKE5148,Excavation,Full Excavation (1950-),Hurst Wood,Excavation carried out in 1998 at Hurst Wood prior to CTRL works.,,1998-09-14T00:00:00,1998-10-01T00:00:00
59004,854,EKE9673,Excavation,Full Excavation (1950-),Excavation for the A249 Iwade bypass to Queensborough improvement,"A large area strip excavation undertaken during the building of the A249 bypass.  The site revealed over 40 cremations, from the Prehistoric and Roman periods, as well as salt working features.",,01/01/1992,31/12/2004
59005,855,EKE10645,Full Excavation,Full Excavation (1950-),Excavation around the White Horse Stone site along the CTRL line,Excavation at the White Horse Stone site in the Medway Valley as part of the CTRL project found evidence of activity from the Mesolithic to the Medieval period.,,1998-10-01T00:00:00,1999-03-01T00:00:00
40161,856,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Blanch #M2",Excavated by Mortimer in July 1863,,01/07/1863,31/07/1863
40162,857,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Hawold Sheepwalk #MC90",Excavated by Mortimer in 1882,,01/01/1882,31/12/1882
40164,858,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Hawold Sheepwalk #MC96",Excavated by Mortimer,,01/01/1868,12/12/1868
40165,859,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Kirby Underdale #M215",Round barrow partially excavated in 1882,,1/01/1882,31/12/1882
40166,860,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M216",Excavated by Mortimer in 22nd and 23rd February 1882.,,22/02/1882,23/02/1882
40167,861,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate #m235",Excavated by Mortimer in 1882,,4/08/1882,5/08/1882
40168,862,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Pasture #M242",Excavated by Silburn in 1851,,16/10/1851,17/10/1851
40168,863,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Pasture #M242",Re-excavated by Mortimer in August 1882,,04/08/1882,10/08/1882
40170,864,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Hawold Sheepwalk #M236", It was excavated between 5-7th August 1882 by Mortimer ,,5/8/1882,8/8/1882
40171,865,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Hawold Sheepwalk #MC94",excavated 1876.,,01/01/1876,03/01/1876
40172,866,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Blanch #M237",Excavated by Mortimer ,,07/08/1882,14/08/1882
40173,867,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cobdale #M252",Originally excavated and disturbed by Silburn ,,01/01/1851,31/12/1851
40174,868,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cobdale #M253",Mortimer ,,01/01/1882,31/12/1882
40175,869,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Warter #M254",Excavated in ?1882,,01/01/1882,31/12/1882
40176,870,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Warter #M262",Excavated by Mortimer in 1883,,01/01/1883,31/12/1883
40177,871,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Warter #M255",Excavated by Silburn in 1851,,01/01/1851,31/12/1851
50104,872,EKE12788,,Full Excavation (1950-),Excavation on Seacroft Road,An excavation by Mr. T.C. Champion to the west of the footpath and both north and south of Seacroft Road.,,1971-01-01T00:00:00,1972-12-31T00:00:00
40180,873,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cowlam #M277",Excavated in 1892 by Mortimer,,01/01/1892,31/12/1892
40181,874,,,Casual Observation,"Casual Observation, Kettlethorpe",Found in 1920s during extraction of sand at a quarry at Kettlethorpe,,01/01/1920,31/12/1930
40184,875,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Garton Slack #MC62","Opened by Mortimer in 1873,",,01/01/1873,31/12/1873
40186,876,,,Full Excavation (1950-),"Caythorpe Gas Pipeline project, Full Excavation (1950-), East Field",Excavation undertaken by Northern Archaeological Associates in advance of pipeline construction in 1992.,,01/01/1992,12/12/1992
40189,877,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Blanch #M238",Excavated by Mortimer in 1882,,01/01/1882,31/12/1882
40190,878,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Mill Hill #M5","several openings, Fully reopened by Mortimer 12-14th May 1870. ",,12/05/1870,14/05/1870
40191,879,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Church Hill #MC33", Excavated in July 1826,,01/07/1826,12/07/1826
40192,880,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Painsthorpe Wold #M201","excavated in 1877 by Mortimer,",,01/01/1877,31/12/1877
40193,881,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Wilton #M23",Excavated by Mortimer in March 1865,,12/03/1865,15/03/1865
40195,882,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Goodmanham #G94",Excavated by Greenwell  but no date offered ,,01/01/1840,31/12/1870
40198,883,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), High Callis Wold Farm #M275",Excavated by Mortimer in 1892,,27/07/1892,15/08/1892
40201,884,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Wilton #M100",Excavated by Mortimer in 1867 summer ,,28/06/1867,5/07/1867
40202,885,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Wilton #M14",Excavated by Mortimer ,,3/07/1864,5/07/1864
40204,886,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Wilton Wold #M120",Opened by Mortimer July 1868,,29/07/1868,30/07/1868
40205,887,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Wilton Wold #MC43",Excavated by Mortimer in July 1871,,19/07/1871,26/07/1871
40206,888,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Honey Hill #M296",Initially excavated by Greenwell?,,01/01/1840,31/12/1870
40206,889,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Honey Hill #M296",Re-excavated by Mortimer in 1909,,01/01/1909,31/12/1909
40206,890,,,Partial Investigation,"Partial Investigation, Honey Hill #M296",Re-excavation in 1968 revealed two phases of construction,,01/01/1968,31/12/1968
40208,891,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cowlam #G56",Excavated by Greenwell but date not given ,,01/01/1840,31/12/1870
40208,892,,,Partial Investigation,"Partial Investigation, Cowlam #G56"," Re-excavations in 1968 revealed two crouched burials and remains of a beaker burial. Other finds were a bone pin, fragments of Bronze and Beaker sherds.",,01/01/1968,31/12/1968
40210,893,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Kiplingcotes Station",Excavated by Greenwell but not sure when ,,01/01/1840,31/12/1870
40211,894,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Kirby Underdale #M93",Excavated by Mortimer 1867,,01/05/1867,12/05/1867
40212,895,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Towthorpe Plantation #MC39",Excavated by Mortimer in November 1870,,01/11/1870,12/11/1870
40213,896,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Towthorpe High Barn #M1",Excavated by Mortimer in 1863,,04/05/1863,06/05/1863
40214,897,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Towthorpe High Barn #M6",Excavated by Mortimer ,,03/09/1867,04/09/1867
40216,898,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Wilton #M32",Excavated by Mortimer in June 1865,,12/06/1865,14/06/1865
40217,899,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Wilton #M13",Excavated by Mortimer in June 1864,,22/6/1864,24/6/1864
40219,900,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Rudston #G61",Excavated by Greenwell but no date supplied ,,02/02/1869,05/02/1869
40222,901,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Springwell Farm #MC58a",Excavated by Mortimer in 1873 but already disturbed ,,8/10/1873,13/10/1873
40227,902,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), High Barn #M250",Silburn in 1851,,01/01/1851,12/12/1851
40227,903,,,Casual Observation,"Casual Observation, High Barn #M250",Excavated by the present tenant of the land  and two young friends from Manchester in August 1881! ,,10/08/1881,20/08/1881
40228,904,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), High Barn #M251",Mortimer ,,01/08/1881,20/08/1881
40229,905,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), High Barn #M247",Mortimer ,,01/08/1881,30/08/1881
40230,906,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), High Barn #M249","One of four barrows examined by Mortimer in 1882, all previously excavated, probably by Silburn 1851-2",,01/01/1851,31/12/1882
72830,907,,,Casual Observation,"Casual Observation, Radnor Park",Late Iron Age cremation burials found by an allotment gardener in 1918.,,01/02/1918,31/12/1918
40231,908,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), High Barn #M246",Mortimer,,01/01/1881,12/12/1881
40232,909,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), High Barn #M264",Mortimer ,,01/01/1882,10/10/1882
72831,910,,,Casual Observation,"Casual Observation, Bevan's Pit","Stray find of Aylesford-type pottery vessels associated with cremations in Bevan's Pit at an unknown date, recorded by Evans 1890.",,01/01/1890,31/12/1890
72832,911,,,Casual Observation,"Casual Observation, Orpington",Pottery from a possible 'Belgic' cremation burial found during trenching in 1956 and reported by G. Rushe of the Orpington Historical Records Society.,,01/01/1956,31/12/1956
40234,912,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Wilton Wold #M105",Mortimer in 1867,,21/09/1867,22/09/1867
40235,913,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Wilton Wold #M103",Mortimer ,,9/09/1867,10/09/1867
40236,914,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Rudston #G65",Excavated by Greenwell in 1870,,01/01/1870,12/12/1870
40237,915,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Rudston #G64",Greenwell in 1870,,01/10/1870,10/10/1870
40238,916,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Rudston #G63",Excavated by Greenwell ,,05/09/1870,15/09/1870
40239,917,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Rudston #G62",Excavated by Greenwell in 1864,,2/04/1864,6/04/1864
40239,918,,,Full Excavation (1950-),"Full Excavation (1950-), Rudston #G62",Rescue excavation by Ministry of Public Works in 1968,,01/01/1968,12/12/1968
72833,919,,,Casual Observation,"Casual Observation, Sholden Street","Material recovered, at least initially by workmen, during the excavation of a sewer trench at Sholden, near Deal.",,01/05/1962,31/05/1962
40240,920,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cot Nab Farm #168",Excavated in 1874,,01/01/1874,12/12/1874
40241,921,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cot Nab Farm #M64",Mortimer ,,01/10/1873,10/10/1873
40242,922,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cot Nab Farm #M169",Excavated in 1874 by Mortimer ,,05/05/1874,10/05/1874
40243,923,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cot Nab Farm #M101",Mortimer ,,07/07/1867,12/07/1867
72834,924,,,Partial Investigation,"South Lees Farm, Minster-on-Sea,Sheppey, Kent: Archaeological watching brief",Archaeological monitoring during groundworks for a solar array park.,,31/01/2014,26/02/2014
40244,925,,,Antiquarian Excavation (pre-1950),Cot Nab Farm #M104,Excavated by Mortimer,,19/08/1867,24/08/1867
40245,926,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Kirby Underdale #M115",Mortimer,,17/06/1868,18/06/1868
40246,927,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Towthorpe Plantation #MC73",Mortimer ,,01/12/1874,08/12/1874
40247,928,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Towthorpe Plantation #M233",Mortimer ,,3/07/1882,15/07/1882
72835,929,,,Partial Investigation,"Partial Investigation, Malmains Farm",Rapid excavation by Kent Archaeological Rescue Unit in advance of the construction of an industrial farm building. The farmer gave the excavators three days to recover the burials and permitted archaeological monitoring of a wider area.,,01/09/1989,31/10/1989
40248,930,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Littlewood Lodge #G255","Excavated by Siburn, then Greenwell ",,01/01/1850,31/12/1890
40250,931,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Littlewood Lodge #G259",Greenwell,,01/01/1850,31/12/1890
40252,932,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bishop Burton #G261",Mortimer ,,01/01/1889,12/12/1889
40253,933,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Littlewood Lodge #G262 ",Greenwell ,,01/01/1889,12/12/1889
40254,934,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Littlewood Lodge #G256",Greenwell ,,01/10/1889,02/10/1889
40255,935,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Littlewood Lodge #G257",Greenwell ,,01/10/1889,10/10/1889
40256,936,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Littlewood Lodge #G258",Excavated by Greenwell ,,01/10/1889,30/10/1889
40257,937,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M220",Mr Thomas,,01/01/1881,12/12/1881
40257,938,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M220",Mortimer ,,25/02/1882,26/02/1882
72836,939,,,Partial Investigation,"Partial Investigation, Land near Bridge","Finds associated with a richly-furnished Late Iron Age cremation burial discovered by a metal-detectorist in October 2012.In an unfunded, one day operation on 27 October 2012, an excavation of about 2 2m was opened by hand using volunteers drawn from the CanterburyArchaeological Trust and Dover Archaeological Group.",,10/09/2012,30/11/2012
40258,940,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M221",Excavated by Silburn in 1851,,01/01/1851,31/12/1851
40258,941,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M221",Re-opened by Mortimer ,,01/01/1860,31/12/1900
40259,942,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M222",Originally opened by Silburn in October 1851,,27/10/1851,28/10/1851
40260,943,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M224",Excavated by Mortimer in March 1882,,02/03/1882,10/03/1882
40261,944,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M225",Excavated by Mortimer in 1882,,10/07/1882,15/07/1882
40262,945,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M226",Mortimer in 1882,,01/01/1882,12/12/1882
40263,946,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M228", A trench extending E to W was excavated in 1882 uncovering a large grave containing 6 crouched burials.,,05/06/1882,20/06/1882
40264,947,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M229",Excavated by Mortimer ,,19/04/1882,30/04/1882
40265,948,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M230",Excavated by Mr Thomas in November 1881- he turned over a portion of this barrow ,,01/11/1881,20/11/1881
40265,949,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M230",Reopened by Mortimer in April 1882,,23/04/1882,30/04/1882
40266,950,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M245","Opened by Mortimer on 11th Sept 1882, but there were indications of an earlier opening",,11/09/1882,12/09/1882
40267,951,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M223",Slightly disturbed by Silburh in 1851,,06/06/1851,08/06/1851
40267,952,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #M223",Re-opened by Mortimer in 1882,,01/05/1882,03/05/1882
40268,953,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Blanch Farm #M240",Opened by Mortimer ,,13/08/1882,14/08/1882
40269,954,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Blanch Farm #M258",Disturbed by Silburn in 1851,,01/01/1851,31/12/1851
40270,955,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Blanch Farm #M259",Disturbed by Silburn in 1851.,,01/01/1851,12/12/1851
40272,957,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Blanch Farm #M261",Antiquarian disturbance that had disturbed primary and only burial ,,01/01/1851,12/12/1851
40273,958,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Blanch Farm #M241",Excavated by Mortimer ,,01/08/1882,31/08/1882
40274,959,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Blanch Farm #M266",Mortimer dug this in one day ,,13/09/1883,14/09/1883
40275,960,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Blanch Farm #M265",Excavated by Mortimer on a single day,,12/09/1883,13/09/1883
40276,961,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Goodmanham #G93",Excavated by Greenwell ,,02/03/1886,10/03/1886
40277,962,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Goodmanham #G97",Greenwell,,01/01/1840,31/12/1870
40278,963,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Goodmanham #G92",Greenwell ,,01/01/1864,12/12/1864
40280,964,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Goodmanham #G107",Greenwell,,01/01/1864,31/12/1864
40281,965,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Garrowby Wold #M97",Opened by Mortimer ,,30/10/1876,31/10/1876
40282,966,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Garrowby Wold #M98",Mortimer,,1/11/1876,2/11/1876
40283,967,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Garrowby Wold #M63",Mortimer,,02/06/1866,04/06/1866
40284,968,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Garrowby Wold #M62",Mortimer,,01/06/1866,02/06/1866
40285,969,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Garrowby Wold #M39",Excavated by Mortimer,,01/01/1860,31/12/1900
40286,970,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Pasture #M263",Mortimer but note had already been disturbed by Silburn when he found the Beaker ,,17/08/1883,18/08/1883
40287,971,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Garton Slack #M37",Mortimer ,,10/07/1865,14/07/1865
40288,972,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cherry Burton #G73",Greenwell ,,01/01/1840,31/12/1870
40289,973,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Cherry Burton #G75",Greenwell ,,01/01/1866,12/12/1866
40293,974,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Londesborough #G122",Greenwell ,,01/01/1840,31/12/1870
40295,975,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Goodmanham #GUN93", Opened by Lord Londesborough in 1851,,23/10/1851,24/10/1851
40296,976,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Goodmanham #GUN94",Excavated by Lord Londesborough,,23/10/1861,24/10/1851
40297,977,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Huggate Wold #GUN98",Silburn,,01/01/1840,31/12/1860
40302,978,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Warter Wold #GUN109",Silburn,,12/10/1851,13/10/1851
40306,979,,,Partial Investigation,"Partial Investigation, Easington Beach",Rescue excavation in 1998,,02/04/1998,04/04/1998
40308,980,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), High Barn #M248",excavated by Mortimer in 1882 but had previously been dug by Silburn and therefore partly disturbed.,,01/01/1850,31/12/1882
72840,981,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Oldbury Camp",Partial excavation of the Oldbury hillfort in 1938 by Ward-Perkins,,01/01/1938,31/12/1938
72840,982,,,Partial Investigation,"Partial Investigation, Oldbury Camp",Partial excavation of the Oldbury hillfort in 1983-4 by the Central Excavation Unit,,01/01/1983,31/12/1984
72837,983,EKE13407,,Full Excavation (1950-),Excavations along the route of the East Kent Access route (A256) 2009-2011,"Series of excavations along the East Kent Access route comprising fieldwalking, test-pitting and metal detecting followed by evaluation trenching and large-scale excavation in 29 zones. This event record concerns only the excavation.",,01/11/2009,31/05/2011
72838,984,EKE13407,,Full Excavation (1950-),Excavations along the route of the East Kent Access route (A256) 2009-2011,"Series of excavations along the East Kent Access route comprising fieldwalking, test-pitting and metal detecting followed by evaluation trenching and large-scale excavation in 29 zones. This event record concerns only the excavation.",,01/11/2009,31/05/2011
72839,985,EKE13407,,Full Excavation (1950-),Excavations along the route of the East Kent Access route (A256) 2009-2011,"Series of excavations along the East Kent Access route comprising fieldwalking, test-pitting and metal detecting followed by evaluation trenching and large-scale excavation in 29 zones. This event record concerns only the excavation.",,01/11/2009,31/05/2011
50048,986,,,Casual Observation,"Casual Observation, Dencher Wood",Finds recovered by workmen during chalk quarrying in January 1935.,,01/01/1935,01/02/1935
50072,987,,,Full Excavation (1950-),Archaeological work along the A2 - 1966-1974,Excavations in advance of the widening of the A2 between 1966 and 1973,,01/01/1966,31/12/1973
50090,988,,,Casual Observation,"Casual Observation, Hope Bay Studios",Material retrieved by workmen during digging for a watermain in 1936.,,01/04/1936,30/04/1936
50103,989,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Bradstow School","Excavation by Howard Hurd, at Valetta House, Broadstairs.",,01/10/1911,31/10/1911
50105,990,,,Casual Observation,"Casual Observation, St. Lawrence College","Finds recovered from a chalk-cut grave at Hollicondane, between Ramsgate and Dumpton, in 1891",,01/01/1891,31/01/1896
50124,991,EKE8121,,Full Excavation (1950-),Monkton to Mount Pleasant (A253 Duelling),Major excavation for road widening scheme.  Excavation by Canterbury Archaeological Trust with The Trust For Thanet Archaeology.,,01/06/1994,31/03/1995
50147,992,,,Full Excavation (1950-),Excavation at Hawkinge Aerodrome,Full excavation of areas determined to be of particular archaeological interest following two phases of evaluation in 1993 and 1998 (Site Code HAF 98),,01/04/1998,30/06/1999
50147,993,,,Partial Investigation,Watching Brief at Hawkinge Aerodrome,"Further investigation during groundworks for the southern part of the Hawkinge-Denton bypass, which ran across the aerodrome (Site Code HRL 99).",,01/01/1999,31/12/1999
50238,994,,,Casual Observation,"Swalecliffe, Whitstable",Finds recovered after cliff falls in 1922 and 1925.,,01/02/1922,31/12/1925
40040,995,,,Antiquarian Excavation (pre-1950),Greenwell barrows L-LIV,Excavation of five square barrows by Canon Greenwell in 1867.,,01/01/1867,31/12/1867
40040,996,,,Full Excavation (1950-),"Excavations at Cowlam, East Yorkshire","Re-excavation of four of the square barrows excavated by Greenwell, together with the excavation of a further four barrow by HMSO, led by Ian Stead.",,01/01/1969,31/12/1969
72842,997,,,Casual Observation,"Casual Observation, Knight's Bottom Pit",Finds recovered by workmen from a quarry pit at Knight's Bottom in 1910.,,01/01/1910,31/12/1910
72843,998,,,Full Excavation (1950-),Excavation at Rudston Makeshift,"Excavated by Stead, 1967-1976. 189 barrows were completely or partially excavated.",,01/01/1968,31/12/1976
50061,999,,,Partial Investigation,"Partial Investigation, Godmersham",Limited further excavation by Ashford Archaeological Society in 1968 around the area of the original find.,,01/01/1968,01/01/1968
50028,1000,,,Antiquarian Excavation (pre-1950),"Antiquarian Excavation (pre-1950), Parish Field Gravel Pit #1",Found in gravel pit in the 19th century ,,01/01/1801,31/12/1900
50038,1001,,,Casual Observation,"Casual Observation, Halling Man",Found in 1912 when digging a sewerage tank on a low terrace,,01/08/1912,30/08/1912
50054,1002,,,Casual Observation,"Trott's Hall Garden, findspot","An unaccompanied skeleton was found in 1879 and ""a number of skeletons"" c. 1835. British Grave found A.D. 1883",,01/01/1835,31/12/1883
50058,1003,,,Casual Observation,"Casual Observation, River Meadows",found in April 1971 in River Meadows (TR 054481) while levelling farmland by bulldozer. ,,01/04/1971,30/04/1971
50069,1004,,,Partial Investigation,"Partial Investigation, Stowting Court","Partial excavation of the mound in the early 1970s confirmed the Early Bronze Age date of the barrow by recovering characteristic ""Beaker""-style pottery",,01/01/1971,12/12/1971
50076,1005,,,Casual Observation,"Casual Observation, Staines Hill",Workmen found these in 1866,,01/01/1866,12/12/1866
50077,1006,,,Casual Observation,"Casual Observation, Brett's Pit",Sherds picked up in 1937,,01/01/1937,12/12/1937
50079,1007,,,Casual Observation,"Casual Observation, Dover Road",Cremation urn exposed by weathering in 1967,,01/01/1967,12/12/1967
50080,1008,,,Partial Investigation,"Partial Investigation, Cherry Garden Hill",Rescue excavation prior to removal of barrow by Folkestone Waterworks Company ,,01/01/1943,07/07/1943
50086,1009,,,Casual Observation,"Casual Observation, Neavy Down","Barrow cut through uncovered along the course of a water pipe trench from Stourmouth to Adisham in 1960, between Wingham and Neavy Down (",,01/06/1960,12/07/1960
50087,1010,,,Casual Observation,"Tilmanstone, findspot","A round barrow thirty feet in diameter with a surrounding ditch, containing two L.B.A. or E.I.A. cremations was discovered in 1911 on a ridge of a hill at Tilmanstone during extensions to the colliery",,01/01/1911,10/10/1911
50111,1011,,,Full Excavation (1950-),"Full Excavation (1950-), Northdown",Rescue excavation in 1975 ahead of housing development,,01/01/1975,12/12/1975
50116,1012,,,Casual Observation,"Casual Observation, Cliffview Road","In September, 1967, a bell beaker was found in a drainage trench dug by Foreland Construction Limited, at Cllifview Road, Cliffsend, nearRamsgate,",,01/09/1967,15/09/1967
40050,1013,,,Full Excavation (1950-),"Full Excavation (1950-), Catfoss",Rescue excavation by Hull Museum in advance of gravel quarrying at Fosse Hill Quarry,,01/01/1965,31/12/1965
40003,1014,,,Casual Observation,"Casual Observation, Bridlington Sand Pit",Finds recovered from a sandpit near Bridlington in 1940,,01/01/1940,31/12/1940
40031,1015,,,Casual Observation,"Casual Observation, Bishop Burton",Finds recovered without any contextual detail. The date of the discovery is not known.,,01/01/1801,31/12/1900
40070,1016,,,Full Excavation (1950-),"Paddock Hill, Thwing",Excavation by T. Manby between 1973 and 1987.,,01/01/1973,31/12/1987
