GID_gg,Material_category,HER_material_type,Material_type_code,Material_type,Material_type_specific
76962,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76963,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76964,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76965,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76977,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76978,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76979,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76980,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76976,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76968,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76969,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76970,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76971,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
76973,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
76974,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76975,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76981,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76982,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76983,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76987,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76988,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76989,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76990,Pottery,,10,Pottery,
76991,Pottery,,10,Pottery,
76992,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
76993,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77003,Flint,,17,Chert / Flint,Flint
77004,Pottery,,10,Pottery,
77005,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77007,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77006,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77011,Pottery,,10,Pottery,
77012,Pottery,,10,Pottery,
77015,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77016,Wood,,41,Wood (Uncertain/Unspecified),
77017,Bronze,,9,Bronze/Cu Alloy,Bronze
77017,Other,,43,Coral/Shell,Coral
77017,Iron,,24,Iron,
76620,Other,,12,Clay,
77019,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77020,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77023,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77024,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77027,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77034,Other,,35,Coral/Shell,Shell
77037,Stone,,32,Quartz/Quartzite,
77037,Stone,,22,Greenstone,
77050,Stone,,37,Slate,
77051,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77052,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77053,Pottery,,10,Pottery,
77054,Pottery,,10,Pottery,
77055,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77056,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77057,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77058,Pottery,,10,Pottery,
77059,Flint,,17,Chert / Flint,Flint
77038,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77039,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77040,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77041,Pottery,,10,Pottery,
77042,Pottery,,10,Pottery,
77043,Pottery,,10,Pottery,
77045,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77046,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77047,Bone,,40,Bone/Antler/Horn/Ivory/Tooth (Animal),Tooth
77060,Pottery,,10,Pottery,
77061,Pottery,,10,Pottery,
77062,Pottery,,10,Pottery,
77063,Pottery,,10,Pottery,
77064,Pottery,,10,Pottery,
77065,Stone,,21,Granite,
77067,Flint,,17,Chert / Flint,Flint
77069,Pottery,,10,Pottery,
77071,Flint,,17,Chert / Flint,Flint
77075,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77083,Iron,,24,Iron,
77082,Iron,,24,Iron,
77081,Iron,,24,Iron,
77081,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
77074,Flint,,17,Chert / Flint,Flint
77078,Pottery,,10,Pottery,
77084,Stone,,38,Stone (Uncertain/Unspecified),
77085,Flint,,17,Chert / Flint,Flint
77087,Pottery,,10,Pottery,
77088,Pottery,,10,Pottery,
77089,Flint,,17,Chert / Flint,Flint
77090,Flint,,17,Chert / Flint,Flint
77091,Pottery,,10,Pottery,
77092,Flint,,17,Chert / Flint,Flint
77094,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77123,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
77097,Pottery,,10,Pottery,
77113,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77098,Pottery,,10,Pottery,
77115,Pottery,,10,Pottery,
77114,Amber/jet/shale,,50,Jet/Lignite/Shale/Coal (Unspecified),
77099,Pottery,,10,Pottery,
77100,Pottery,,10,Pottery,
77101,Pottery,,10,Pottery,
77102,Pottery,,10,Pottery,
77103,Pottery,,10,Pottery,
77116,Stone,,38,Stone (Uncertain/Unspecified),
77104,Pottery,,10,Pottery,
77117,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77118,Flint,,17,Chert / Flint,Flint
77119,Flint,,17,Chert / Flint,Flint
77105,Pottery,,10,Pottery,
77106,Pottery,,10,Pottery,
77120,Stone,,38,Stone (Uncertain/Unspecified),
77121,Pottery,,10,Pottery,
77107,Pottery,,10,Pottery,
77122,Pottery,,10,Pottery,
77108,Pottery,,10,Pottery,
77109,Pottery,,10,Pottery,
77110,Pottery,,10,Pottery,
77125,Pottery,,10,Pottery,
77126,Pottery,,10,Pottery,
77127,Flint,,17,Chert / Flint,Flint
77128,Other,,44,Faience,
76374,Flint,,17,Chert / Flint,Flint
76375,Flint,,17,Chert / Flint,Flint
10005,Pottery,,10,Pottery,
77131,Pottery,,10,Pottery,
77132,Stone,,38,Stone (Uncertain/Unspecified),
76624,Pottery,,10,Pottery,
76623,Pottery,,10,Pottery,
76230,Pottery,,10,Pottery,
77139,Pottery,,10,Pottery,
10004,Pottery,,10,Pottery,
77134,Pottery,,10,Pottery,
77135,Pottery,,10,Pottery,
77136,Pottery,,10,Pottery,
77137,Pottery,,10,Pottery,
77138,Pottery,,10,Pottery,
77140,Pottery,,10,Pottery,
77141,Pottery,,10,Pottery,
77142,Pottery,,10,Pottery,
77143,Pottery,,10,Pottery,
77144,Pottery,,10,Pottery,
77145,Pottery,,10,Pottery,
77146,Pottery,,10,Pottery,
77147,Pottery,,10,Pottery,
77148,Pottery,,10,Pottery,
77152,Pottery,,10,Pottery,
77153,Pottery,,10,Pottery,
77154,Pottery,,10,Pottery,
77155,Pottery,,10,Pottery,
77156,Pottery,,10,Pottery,
77157,Pottery,,10,Pottery,
77158,Pottery,,10,Pottery,
77159,Pottery,,10,Pottery,
77160,Pottery,,10,Pottery,
76842,Pottery,,10,Pottery,
74955,Flint,,17,Chert / Flint,Flint
77166,Wood,,41,Wood (Uncertain/Unspecified),
77165,Unknown,,47,Organic  (Uncertain/Unspecified),
77164,Flint,,17,Chert / Flint,Flint
20028,Pottery,,10,Pottery,
77167,Pottery,,10,Pottery,
77170,Pottery,,10,Pottery,
77171,Pottery,,10,Pottery,
77172,Stone,,38,Stone (Uncertain/Unspecified),
74772,Pottery,,10,Pottery,
74774,Pottery,,10,Pottery,
74780,Pottery,,10,Pottery,
77176,Pottery,,10,Pottery,
77177,Pottery,,10,Pottery,
77178,Stone,,53,Steatite,
73143,Pottery,,10,Pottery,
73144,Stone,,38,Stone (Uncertain/Unspecified),
77179,Pottery,,10,Pottery,
77180,Pottery,,10,Pottery,
77181,Flint,,17,Chert / Flint,Flint
77182,Flint,,17,Chert / Flint,Flint
60013,Pottery,,10,Pottery,
77202,Pottery,,10,Pottery,
77203,Pottery,,10,Pottery,
77204,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
77205,Flint,,17,Chert / Flint,Flint
77206,Flint,,17,Chert / Flint,Flint
77207,Stone,,32,Quartz/Quartzite,
77208,Stone,,66,Pumice,
77209,Stone,,38,Stone (Uncertain/Unspecified),
77210,Stone,,38,Stone (Uncertain/Unspecified),
77211,Stone,,38,Stone (Uncertain/Unspecified),
77212,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77213,Flint,,17,Chert / Flint,Flint
77214,Flint,,17,Chert / Flint,Flint
77215,Flint,,17,Chert / Flint,Flint
60019,Pottery,,10,Pottery,
76875,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77217,Stone,,38,Stone (Uncertain/Unspecified),
73202,Stone,,38,Stone (Uncertain/Unspecified),
76939,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
76940,Unknown,,47,Organic  (Uncertain/Unspecified),
77218,Flint,,17,Chert / Flint,Flint
77219,Stone,,38,Stone (Uncertain/Unspecified),
77221,Stone,,38,Stone (Uncertain/Unspecified),
77222,Pottery,,10,Pottery,
77223,Amber/jet/shale,,3,Amber,
77224,Other,,44,Faience,
77225,Stone,,32,Quartz/Quartzite,
77226,Unknown,,47,Organic  (Uncertain/Unspecified),
77227,Stone,,38,Stone (Uncertain/Unspecified),
77228,Stone,,38,Stone (Uncertain/Unspecified),
77229,Other,,35,Coral/Shell,Shell
77230,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77231,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77232,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77233,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77234,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77235,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77236,Pottery,,10,Pottery,
77237,Pottery,,10,Pottery,
77238,Pottery,,10,Pottery,
77239,Pottery,,10,Pottery,
77240,Pottery,,10,Pottery,
77241,Pottery,,10,Pottery,
77242,Pottery,,10,Pottery,
77243,Pottery,,10,Pottery,
77244,Pottery,,10,Pottery,
77245,Pottery,,10,Pottery,
77246,Pottery,,10,Pottery,
77247,Pottery,,10,Pottery,
77248,Pottery,,10,Pottery,
77249,Pottery,,10,Pottery,
77250,Pottery,,10,Pottery,
77251,Pottery,,10,Pottery,
77252,Pottery,,10,Pottery,
77253,Pottery,,10,Pottery,
77254,Pottery,,10,Pottery,
77255,Pottery,,10,Pottery,
77256,Pottery,,10,Pottery,
77257,Pottery,,10,Pottery,
77258,Pottery,,10,Pottery,
77259,Pottery,,10,Pottery,
77260,Pottery,,10,Pottery,
77261,Pottery,,10,Pottery,
77262,Pottery,,10,Pottery,
77263,Pottery,,10,Pottery,
77264,Pottery,,10,Pottery,
77265,Pottery,,10,Pottery,
77266,Pottery,,10,Pottery,
77267,Pottery,,10,Pottery,
77268,Pottery,,10,Pottery,
77269,Pottery,,10,Pottery,
77270,Pottery,,10,Pottery,
77271,Pottery,,10,Pottery,
77272,Pottery,,10,Pottery,
77273,Pottery,,10,Pottery,
77274,Pottery,,10,Pottery,
77275,Pottery,,10,Pottery,
77276,Pottery,,10,Pottery,
77277,Pottery,,10,Pottery,
77278,Pottery,,10,Pottery,
77279,Pottery,,10,Pottery,
77280,Pottery,,10,Pottery,
77281,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77282,Flint,,11,Chert / Flint,Chert
77285,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77286,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77289,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77290,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77294,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77295,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77296,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77297,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77300,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77298,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77299,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77301,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77302,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77303,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77305,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77306,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77307,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77308,Other,,35,Coral/Shell,Shell
77309,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77310,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77311,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77312,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77313,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77315,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77324,Pottery,,10,Pottery,
77325,Pottery,,10,Pottery,
77326,Pottery,,10,Pottery,
77327,Pottery,,10,Pottery,
77330,Pottery,,10,Pottery,
77331,Pottery,,10,Pottery,
77334,Flint,,17,Chert / Flint,Flint
77336,Metal (other),,27,Lead,
77338,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77340,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77341,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77342,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77343,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77346,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77348,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77355,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77356,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77362,Flint,,17,Chert / Flint,Flint
77363,Flint,,17,Chert / Flint,Flint
77364,Flint,,17,Chert / Flint,Flint
74798,Flint,,17,Chert / Flint,Flint
71249,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77365,Pottery,,10,Pottery,
77366,Unknown,,47,Organic  (Uncertain/Unspecified),
74154,Pottery,,10,Pottery,
75944,Pottery,,10,Pottery,
75945,Pottery,,10,Pottery,
75946,Pottery,,10,Pottery,
75947,Pottery,,10,Pottery,
76010,Pottery,,10,Pottery,
75314,Stone,,32,Quartz/Quartzite,
76011,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
76365,Pottery,,10,Pottery,
76439,Unknown,,47,Organic  (Uncertain/Unspecified),
77036,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
73009,Stone,,38,Stone (Uncertain/Unspecified),
75942,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
75948,Other,,44,Faience,
75949,Pottery,,10,Pottery,
76046,Amber/jet/shale,,34,Jet/Lignite/Shale/Coal,Shale
76413,Stone,,38,Stone (Uncertain/Unspecified),
77368,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
77369,Pottery,,10,Pottery,
77370,Flint,,17,Chert / Flint,Flint
77371,Pottery,,10,Pottery,
77372,Bone,,25,Bone/Antler/Horn/Ivory/Tooth (Animal),Ivory
77373,Pottery,,10,Pottery,
77374,Pottery,,10,Pottery,
77377,Iron,,24,Iron,
75432,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77380,Pottery,,10,Pottery,
77381,Stone,,38,Stone (Uncertain/Unspecified),
77382,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77382,Bone,,25,Bone/Antler/Horn/Ivory/Tooth (Animal),Ivory
77383,Pottery,,10,Pottery,
77384,Pottery,,10,Pottery,
77385,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77386,Pottery,,10,Pottery,
77392,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
77392,Gold,,20,Gold,
77393,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
77394,Pottery,,10,Pottery,
77397,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77398,Stone,,38,Stone (Uncertain/Unspecified),
77399,Pottery,,10,Pottery,
77400,Pottery,,10,Pottery,
77403,Pottery,,10,Pottery,
77404,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77405,Pottery,,10,Pottery,
77406,Bone,,40,Bone/Antler/Horn/Ivory/Tooth (Animal),Tooth
77407,Pottery,,10,Pottery,
77408,Stone,,38,Stone (Uncertain/Unspecified),
77409,Pottery,,10,Pottery,
77410,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
77413,Pottery,,10,Pottery,
77411,Pottery,,10,Pottery,
77412,Pottery,,10,Pottery,
77414,Pottery,,10,Pottery,
77415,Stone,,22,Greenstone,
77416,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
77418,Pottery,,10,Pottery,
77419,Pottery,,10,Pottery,
77423,Pottery,,10,Pottery,
77420,Pottery,,10,Pottery,
77421,Stone,,22,Greenstone,
77422,Pottery,,10,Pottery,
77424,Flint,,17,Chert / Flint,Flint
77425,Flint,,17,Chert / Flint,Flint
77426,Flint,,17,Chert / Flint,Flint
77427,Pottery,,10,Pottery,
77428,Pottery,,10,Pottery,
77429,Pottery,,10,Pottery,
77439,Pottery,,10,Pottery,
77431,Pottery,,10,Pottery,
77432,Pottery,,10,Pottery,
77433,Stone,,33,Sandstone,
77434,Stone,,33,Sandstone,
77435,Pottery,,10,Pottery,
77436,Pottery,,10,Pottery,
77437,Pottery,,10,Pottery,
77438,Pottery,,10,Pottery,
77440,Pottery,,10,Pottery,
77441,Flint,,17,Chert / Flint,Flint
77442,Flint,,17,Chert / Flint,Flint
77443,Flint,,17,Chert / Flint,Flint
77444,Flint,,17,Chert / Flint,Flint
77445,Pottery,,10,Pottery,
77446,Amber/jet/shale,,3,Amber,
77446,Other,,44,Faience,
77447,Pottery,,10,Pottery,
77448,Pottery,,10,Pottery,
77449,Stone,,38,Stone (Uncertain/Unspecified),
77450,Flint,,17,Chert / Flint,Flint
77451,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77452,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77453,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77454,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77454,Other,,48,Textile,
77455,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77456,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77456,Other,,48,Textile,
77456,Wood,,41,Wood (Uncertain/Unspecified),
77456,Gold,,20,Gold,
77457,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77457,Gold,,20,Gold,
77457,Other,,48,Textile,
77457,Wood,,41,Wood (Uncertain/Unspecified),
77458,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77458,Other,,48,Textile,
77458,Wood,,41,Wood (Uncertain/Unspecified),
77459,Flint,,17,Chert / Flint,Flint
77460,Flint,,17,Chert / Flint,Flint
77461,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77461,Other,,48,Textile,
77464,Pottery,,10,Pottery,
77463,Pottery,,10,Pottery,
77462,Pottery,,10,Pottery,
77468,Pottery,,10,Pottery,
77467,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77469,Wood,,41,Wood (Uncertain/Unspecified),
77470,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77471,Pottery,,10,Pottery,
77472,Pottery,,10,Pottery,
77473,Pottery,,10,Pottery,
77474,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77475,Pottery,,10,Pottery,
77477,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
77478,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
77479,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
77480,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
77481,Pottery,,10,Pottery,
77482,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77485,Stone,,38,Stone (Uncertain/Unspecified),
77486,Wood,,41,Wood (Uncertain/Unspecified),
77487,Stone,,22,Greenstone,
77488,Amber/jet/shale,,34,Jet/Lignite/Shale/Coal,Shale
77496,Pottery,,10,Pottery,
77497,Pottery,,10,Pottery,
77498,Pottery,,10,Pottery,
77499,Pottery,,10,Pottery,
77500,Stone,,38,Stone (Uncertain/Unspecified),
77501,Stone,,38,Stone (Uncertain/Unspecified),
77502,Wood,,30,Wood,Oak
77503,Flint,,17,Chert / Flint,Flint
77504,Flint,,17,Chert / Flint,Flint
77505,Pottery,,10,Pottery,
77506,Wood,,30,Wood,Oak
77507,Wood,,30,Wood,Oak
77508,Flint,,17,Chert / Flint,Flint
77509,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77510,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77511,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77512,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77513,Pottery,,10,Pottery,
77514,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77516,Unknown,,47,Organic  (Uncertain/Unspecified),
77517,Amber/jet/shale,,3,Amber,
77517,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
77517,Amber/jet/shale,,34,Jet/Lignite/Shale/Coal,Shale
77518,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77519,Stone,,37,Slate,
77520,Flint,,17,Chert / Flint,Flint
77521,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
77522,Bronze,,13,Copper,
77523,Wood,,41,Wood (Uncertain/Unspecified),
77524,Pottery,,10,Pottery,
77525,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
77526,Bone,,40,Bone/Antler/Horn/Ivory/Tooth (Animal),Tooth
77527,Flint,,17,Chert / Flint,Flint
77528,Wood,,41,Wood (Uncertain/Unspecified),
77530,Pottery,,10,Pottery,
77531,Pottery,,10,Pottery,
77532,Pottery,,10,Pottery,
77533,Other,,35,Coral/Shell,Shell
77533,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77533,Other,,44,Faience,
77534,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77534,Other,,35,Coral/Shell,Shell
77534,Other,,44,Faience,
77535,Pottery,,10,Pottery,
77536,Pottery,,10,Pottery,
77537,Pottery,,10,Pottery,
77538,Pottery,,10,Pottery,
77539,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77540,Pottery,,10,Pottery,
77541,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77542,Pottery,,10,Pottery,
77543,Pottery,,10,Pottery,
77544,Pottery,,10,Pottery,
77545,Pottery,,10,Pottery,
77546,Pottery,,10,Pottery,
77547,Pottery,,10,Pottery,
77548,Pottery,,10,Pottery,
77551,Pottery,,10,Pottery,
77552,Pottery,,10,Pottery,
77553,Stone,,38,Stone (Uncertain/Unspecified),
77554,Stone,,38,Stone (Uncertain/Unspecified),
77555,Stone,,38,Stone (Uncertain/Unspecified),
77529,Pottery,,10,Pottery,
77558,Stone,,38,Stone (Uncertain/Unspecified),
77559,Unknown,,47,Organic  (Uncertain/Unspecified),
77560,Stone,,53,Steatite,
77563,Pottery,,10,Pottery,
77564,Wood,,30,Wood,Oak
77565,Unknown,,47,Organic  (Uncertain/Unspecified),
77566,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77567,Amber/jet/shale,,3,Amber,
77568,Wood,,41,Wood (Uncertain/Unspecified),
77569,Wood,,41,Wood (Uncertain/Unspecified),
77572,Pottery,,10,Pottery,
77573,Pottery,,10,Pottery,
77580,Pottery,,10,Pottery,
77581,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77608,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77609,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77614,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77615,Unknown,,1,Unknown,
77616,Stone,,53,Steatite,
77619,Pottery,,10,Pottery,
77620,Bone,,5,Bone/Antler/Horn/Ivory/Tooth (Animal),Bone
77622,Bronze,,56,Bronze/Cu Alloy (Uncertain/Unspecified),
77623,Pottery,,10,Pottery,
77624,Pottery,,10,Pottery,
77625,Flint,,17,Chert / Flint,Flint
75906,Pottery,,10,Pottery,
77628,Flint,,17,Chert / Flint,Flint
77629,Bone,,40,Bone/Antler/Horn/Ivory/Tooth (Animal),Tooth
77630,Bone,,4,Bone/Antler/Horn/Ivory/Tooth (Animal),Antler
77633,Pottery,,10,Pottery,
77634,Stone,,38,Stone (Uncertain/Unspecified),
77636,Flint,,17,Chert / Flint,Flint
77635,Pottery,,10,Pottery,
77637,Pottery,,10,Pottery,
77638,Flint,,17,Chert / Flint,Flint
77640,Pottery,,10,Pottery,
77641,Wood,,41,Wood (Uncertain/Unspecified),
77642,Pottery,,10,Pottery,
77643,Wood,,41,Wood (Uncertain/Unspecified),
77644,Wood,,41,Wood (Uncertain/Unspecified),
77645,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77646,Pottery,,10,Pottery,
77647,Wood,,41,Wood (Uncertain/Unspecified),
77649,Bronze,,14,Bronze/Cu Alloy,Copper Alloy
77648,Pottery,,10,Pottery,
77651,Wood,,41,Wood (Uncertain/Unspecified),
77652,Amber/jet/shale,,26,Jet/Lignite/Shale/Coal,Jet
77650,Wood,,41,Wood (Uncertain/Unspecified),
77653,Pottery,,10,Pottery,
77656,Pottery,,10,Pottery,
77669,Pottery,,10,Pottery,
77668,Pottery,,10,Pottery,
77667,Pottery,,10,Pottery,
77666,Pottery,,10,Pottery,
77665,Pottery,,10,Pottery,
77664,Pottery,,10,Pottery,
77663,Pottery,,10,Pottery,
77662,Pottery,,10,Pottery,
77661,Pottery,,10,Pottery,
77660,Pottery,,10,Pottery,
77659,Pottery,,10,Pottery,
77658,Pottery,,10,Pottery,
77672,Pottery,,10,Pottery,
77673,Stone,,38,Stone (Uncertain/Unspecified),
77675,Pottery,,10,Pottery,
77676,Pottery,,10,Pottery,
77677,Pottery,,10,Pottery,
77682,Stone,,38,Stone (Uncertain/Unspecified),
